RootCAX22,RootCAX23,RootCOL00,RootRBOHD,RootCAX22|RootCAX23,RootCAX22|RootCOL00,RootCAX22|RootRBOHD,RootCAX23|RootCOL00,RootCAX23|RootRBOHD,RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00,RootCAX22|RootCAX23|RootRBOHD,RootCAX22|RootCOL00|RootRBOHD,RootCAX23|RootCOL00|RootRBOHD,RootCAX22|RootCAX23|RootCOL00|RootRBOHD
,AT5G27930.2,,,,,,,,,,,,,
,AT4G23570.1,,,,,,,,,,,,,
,AT4G24250.1,,,,,,,,,,,,,
,AT3G22250.1,,,,,,,,,,,,,
,ATCG01130.1,,,,,,,,,,,,,
,AT3G03630.1,,,,,,,,,,,,,
,AT1G26800.1,,,,,,,,,,,,,
,AT3G28460.1,,,,,,,,,,,,,
,AT4G24780.1,,,,,,,,,,,,,
,AT4G23570.3,,,,,,,,,,,,,
,AT4G24780.2,,,,,,,,,,,,,
,ATCG00230.1,,,,,,,,,,,,,
,AT3G18470.1,,,,,,,,,,,,,
,AT1G78780.4,,,,,,,,,,,,,
,AT2G01280.1,,,,,,,,,,,,,
,AT1G78780.2,,,,,,,,,,,,,
,AT4G23570.2,,,,,,,,,,,,,
,AT5G12330.3,,,,,,,,,,,,,
,AT5G60100.1,,,,,,,,,,,,,
,AT2G38400.2,,,,,,,,,,,,,
,AT5G38850.1,,,,,,,,,,,,,
,AT5G02090.1,,,,,,,,,,,,,
,AT1G20990.1,,,,,,,,,,,,,
,AT4G09760.1,,,,,,,,,,,,,
,AT1G78780.3,,,,,,,,,,,,,
,AT5G64490.1,,,,,,,,,,,,,
,AT2G18480.1,,,,,,,,,,,,,
,AT4G36390.1,,,,,,,,,,,,,
,AT5G56870.1,,,,,,,,,,,,,
,AT2G21200.1,,,,,,,,,,,,,
,AT1G68510.1,,,,,,,,,,,,,
,AT5G60100.3,,,,,,,,,,,,,
,AT5G57780.1,,,,,,,,,,,,,
,AT1G19410.1,,,,,,,,,,,,,
,AT4G01535.1,,,,,,,,,,,,,
,AT1G69200.1,,,,,,,,,,,,,
,AT1G21065.1,,,,,,,,,,,,,
,AT3G20570.1,,,,,,,,,,,,,
,AT1G59730.1,,,,,,,,,,,,,
,AT2G44940.1,,,,,,,,,,,,,
,AT3G03270.2,,,,,,,,,,,,,
,AT1G12520.3,,,,,,,,,,,,,
,AT1G33612.1,,,,,,,,,,,,,
,AT3G12977.1,,,,,,,,,,,,,
,AT2G01180.2,,,,,,,,,,,,,
,AT1G12520.2,,,,,,,,,,,,,
,AT5G24780.1,,,,,,,,,,,,,
,AT3G06483.1,,,,,,,,,,,,,
,AT5G24780.2,,,,,,,,,,,,,
,AT2G05441.1,,,,,,,,,,,,,
,AT3G21200.1,,,,,,,,,,,,,
,AT1G12520.1,,,,,,,,,,,,,
,AT5G35915.1,,,,,,,,,,,,,
,AT4G00670.1,,,,,,,,,,,,,
,AT4G02290.1,,,,,,,,,,,,,
,AT5G18970.1,,,,,,,,,,,,,
,AT1G11110.1,,,,,,,,,,,,,
,AT5G47340.1,,,,,,,,,,,,,
,AT5G06730.1,,,,,,,,,,,,,
,AT4G05631.1,,,,,,,,,,,,,
,AT1G50280.1,,,,,,,,,,,,,
,AT5G46050.1,,,,,,,,,,,,,
,AT1G51823.1,,,,,,,,,,,,,
,AT2G15810.1,,,,,,,,,,,,,
,AT5G62480.2,,,,,,,,,,,,,
,AT5G18870.1,,,,,,,,,,,,,
,AT1G47980.1,,,,,,,,,,,,,
,AT3G45970.1,,,,,,,,,,,,,
,AT1G21350.3,,,,,,,,,,,,,
,AT2G40020.2,,,,,,,,,,,,,
,AT1G48520.2,,,,,,,,,,,,,
,AT1G35250.1,,,,,,,,,,,,,
,AT1G29380.1,,,,,,,,,,,,,
,AT3G62960.1,,,,,,,,,,,,,
,AT5G07260.1,,,,,,,,,,,,,
,AT5G07260.2,,,,,,,,,,,,,
,AT2G40900.1,,,,,,,,,,,,,
,AT3G48770.1,,,,,,,,,,,,,
,AT2G38400.1,,,,,,,,,,,,,
,AT4G10350.1,,,,,,,,,,,,,
,AT1G09795.1,,,,,,,,,,,,,
,AT5G14410.1,,,,,,,,,,,,,
,AT4G26290.1,,,,,,,,,,,,,
,AT1G58807.2,,,,,,,,,,,,,
,AT1G77450.1,,,,,,,,,,,,,
,AT1G21520.1,,,,,,,,,,,,,
,AT3G14850.2,,,,,,,,,,,,,
,AT5G60100.2,,,,,,,,,,,,,
,AT2G37710.1,,,,,,,,,,,,,
,AT2G23390.1,,,,,,,,,,,,,
,AT4G37750.1,,,,,,,,,,,,,
,AT3G49790.1,,,,,,,,,,,,,
,AT1G19610.1,,,,,,,,,,,,,
,AT5G06330.1,,,,,,,,,,,,,
,AT2G35075.1,,,,,,,,,,,,,
,AT1G08160.1,,,,,,,,,,,,,
,AT1G63090.1,,,,,,,,,,,,,
,AT4G24660.1,,,,,,,,,,,,,
,AT1G48520.1,,,,,,,,,,,,,
,AT1G48520.3,,,,,,,,,,,,,
,AT5G57170.1,,,,,,,,,,,,,
,AT3G59080.1,,,,,,,,,,,,,
,AT2G38870.1,,,,,,,,,,,,,
,AT3G25130.1,,,,,,,,,,,,,
,AT5G54700.1,,,,,,,,,,,,,
,AT1G65620.3,,,,,,,,,,,,,
,AT3G60160.1,,,,,,,,,,,,,
,AT4G25490.1,,,,,,,,,,,,,
,AT1G28670.1,,,,,,,,,,,,,
,AT5G59400.2,,,,,,,,,,,,,
,AT4G38950.1,,,,,,,,,,,,,
,AT1G65160.1,,,,,,,,,,,,,
,AT4G26560.1,,,,,,,,,,,,,
,ATMG00040.1,,,,,,,,,,,,,
,AT1G29390.1,,,,,,,,,,,,,
,AT4G32190.1,,,,,,,,,,,,,
,AT1G23050.1,,,,,,,,,,,,,
,AT1G23052.1,,,,,,,,,,,,,
,AT3G59884.1,,,,,,,,,,,,,
,ATCG01120.1,,,,,,,,,,,,,
,AT1G35290.1,,,,,,,,,,,,,
,AT2G21540.3,,,,,,,,,,,,,
,AT2G23680.1,,,,,,,,,,,,,
,AT4G29670.2,,,,,,,,,,,,,
,AT1G23520.1,,,,,,,,,,,,,
,AT1G23520.2,,,,,,,,,,,,,
,AT3G58010.1,,,,,,,,,,,,,
,AT5G62960.1,,,,,,,,,,,,,
,AT1G69740.1,,,,,,,,,,,,,
,AT1G71960.1,,,,,,,,,,,,,
,AT5G57170.2,,,,,,,,,,,,,
,AT1G52140.1,,,,,,,,,,,,,
,AT2G27360.1,,,,,,,,,,,,,
,AT1G77520.1,,,,,,,,,,,,,
,AT3G02610.1,,,,,,,,,,,,,
,AT5G62630.1,,,,,,,,,,,,,
,AT5G62480.1,,,,,,,,,,,,,
,AT3G26085.1,,,,,,,,,,,,,
,AT1G32200.2,,,,,,,,,,,,,
,AT1G13470.1,,,,,,,,,,,,,
,AT1G33950.1,,,,,,,,,,,,,
,AT1G12855.1,,,,,,,,,,,,,
,AT2G44570.1,,,,,,,,,,,,,
,AT1G33950.2,,,,,,,,,,,,,
,AT5G41380.1,,,,,,,,,,,,,
,AT3G59080.2,,,,,,,,,,,,,
,AT3G48290.1,,,,,,,,,,,,,
,AT3G48290.2,,,,,,,,,,,,,
,AT4G05200.1,,,,,,,,,,,,,
,AT5G55710.1,,,,,,,,,,,,,
,AT3G26085.3,,,,,,,,,,,,,
,AT1G06650.2,,,,,,,,,,,,,
,AT5G44582.1,,,,,,,,,,,,,
,AT5G27280.1,,,,,,,,,,,,,
,AT5G17450.2,,,,,,,,,,,,,
,AT2G40390.1,,,,,,,,,,,,,
,AT4G34730.1,,,,,,,,,,,,,
,AT3G45060.1,,,,,,,,,,,,,
,AT3G04650.1,,,,,,,,,,,,,
,AT1G78970.1,,,,,,,,,,,,,
,AT1G29520.1,,,,,,,,,,,,,
,AT4G23270.1,,,,,,,,,,,,,
,AT1G69740.2,,,,,,,,,,,,,
,AT1G26220.1,,,,,,,,,,,,,
,AT4G11480.1,,,,,,,,,,,,,
,AT2G31730.1,,,,,,,,,,,,,
,AT1G10340.2,,,,,,,,,,,,,
,AT3G22460.1,,,,,,,,,,,,,
,AT3G25670.1,,,,,,,,,,,,,
,AT1G10340.1,,,,,,,,,,,,,
,AT3G61310.1,,,,,,,,,,,,,
,AT1G42560.1,,,,,,,,,,,,,
,AT5G24600.2,,,,,,,,,,,,,
,AT3G26210.1,,,,,,,,,,,,,
,AT1G65620.4,,,,,,,,,,,,,
,AT1G70690.1,,,,,,,,,,,,,
,AT1G65850.1,,,,,,,,,,,,,
,AT5G43150.1,,,,,,,,,,,,,
,AT1G67195.1,,,,,,,,,,,,,
,AT4G34240.2,,,,,,,,,,,,,
,AT1G73340.1,,,,,,,,,,,,,
,AT4G34240.1,,,,,,,,,,,,,
,AT5G22740.1,,,,,,,,,,,,,
,AT5G09970.1,,,,,,,,,,,,,
,AT1G67195.2,,,,,,,,,,,,,
,AT1G21230.1,,,,,,,,,,,,,
,AT5G22870.1,,,,,,,,,,,,,
,AT5G58610.1,,,,,,,,,,,,,
,AT3G52535.1,,,,,,,,,,,,,
,AT4G24430.1,,,,,,,,,,,,,
,AT2G33020.1,,,,,,,,,,,,,
,AT4G02810.1,,,,,,,,,,,,,
,AT1G13070.1,,,,,,,,,,,,,
,AT2G18193.1,,,,,,,,,,,,,
,AT1G30220.1,,,,,,,,,,,,,
,AT5G60660.1,,,,,,,,,,,,,
,AT4G13890.1,,,,,,,,,,,,,
,AT3G23230.1,,,,,,,,,,,,,
,AT3G47090.1,,,,,,,,,,,,,
,AT1G06650.1,,,,,,,,,,,,,
,AT2G23680.2,,,,,,,,,,,,,
,AT2G23620.1,,,,,,,,,,,,,
,AT1G05690.1,,,,,,,,,,,,,
,AT3G23480.1,,,,,,,,,,,,,
,AT3G16540.1,,,,,,,,,,,,,
,AT1G27290.2,,,,,,,,,,,,,
,AT5G53500.1,,,,,,,,,,,,,
,AT1G31770.1,,,,,,,,,,,,,
,AT3G14990.2,,,,,,,,,,,,,
,AT5G59270.1,,,,,,,,,,,,,
,AT3G14990.3,,,,,,,,,,,,,
,AT3G14990.1,,,,,,,,,,,,,
,AT1G78970.2,,,,,,,,,,,,,
,AT3G25550.1,,,,,,,,,,,,,
,AT2G28970.1,,,,,,,,,,,,,
,AT1G02300.1,,,,,,,,,,,,,
,AT1G19415.1,,,,,,,,,,,,,
,AT3G25420.1,,,,,,,,,,,,,
,AT1G66160.1,,,,,,,,,,,,,
,AT1G01460.1,,,,,,,,,,,,,
,AT2G17055.1,,,,,,,,,,,,,
,AT2G23100.1,,,,,,,,,,,,,
,AT4G09425.1,,,,,,,,,,,,,
,AT5G01015.1,,,,,,,,,,,,,
,AT1G70090.1,,,,,,,,,,,,,
,AT3G54900.1,,,,,,,,,,,,,
,AT3G23480.2,,,,,,,,,,,,,
,AT4G16935.1,,,,,,,,,,,,,
,AT5G24600.1,,,,,,,,,,,,,
,AT4G35970.1,,,,,,,,,,,,,
,AT2G28960.1,,,,,,,,,,,,,
,AT2G01620.1,,,,,,,,,,,,,
,AT1G65845.1,,,,,,,,,,,,,
,AT1G65850.2,,,,,,,,,,,,,
,AT1G76570.1,,,,,,,,,,,,,
,AT1G50060.1,,,,,,,,,,,,,
,AT5G65800.1,,,,,,,,,,,,,
,AT5G18010.1,,,,,,,,,,,,,
,AT5G14920.2,,,,,,,,,,,,,
,AT4G38950.2,,,,,,,,,,,,,
,AT1G01970.1,,,,,,,,,,,,,
,AT2G46510.1,,,,,,,,,,,,,
,AT1G70090.2,,,,,,,,,,,,,
,AT1G51480.1,,,,,,,,,,,,,
,AT2G42530.1,,,,,,,,,,,,,
,AT3G29320.1,,,,,,,,,,,,,
,AT1G57790.1,,,,,,,,,,,,,
,AT3G25660.1,,,,,,,,,,,,,
,AT3G32000.1,,,,,,,,,,,,,
,AT4G08910.1,,,,,,,,,,,,,
,AT1G32200.1,,,,,,,,,,,,,
,AT2G01300.1,,,,,,,,,,,,,
,AT1G72430.1,,,,,,,,,,,,,
,AT5G01920.1,,,,,,,,,,,,,
,AT5G40960.1,,,,,,,,,,,,,
,AT1G61600.1,,,,,,,,,,,,,
,AT5G22520.1,,,,,,,,,,,,,
,AT1G15640.1,,,,,,,,,,,,,
,AT5G25451.1,,,,,,,,,,,,,
,AT3G14225.1,,,,,,,,,,,,,
,AT5G22150.1,,,,,,,,,,,,,
,AT3G26085.2,,,,,,,,,,,,,
,AT5G12950.1,,,,,,,,,,,,,
,AT1G75900.1,,,,,,,,,,,,,
,AT3G45650.1,,,,,,,,,,,,,
,AT1G68585.1,,,,,,,,,,,,,
,AT1G21350.1,,,,,,,,,,,,,
,AT3G51490.2,,,,,,,,,,,,,
,AT1G28300.1,,,,,,,,,,,,,
,AT1G62760.1,,,,,,,,,,,,,
,AT5G03650.1,,,,,,,,,,,,,
,AT5G64240.2,,,,,,,,,,,,,
,AT5G48620.1,,,,,,,,,,,,,
,AT5G07680.2,,,,,,,,,,,,,
,AT2G33350.1,,,,,,,,,,,,,
,AT2G33350.2,,,,,,,,,,,,,
,AT5G48590.1,,,,,,,,,,,,,
,AT5G07680.1,,,,,,,,,,,,,
,AT4G15270.1,,,,,,,,,,,,,
,AT1G76890.2,,,,,,,,,,,,,
,AT3G04870.1,,,,,,,,,,,,,
,AT5G14920.1,,,,,,,,,,,,,
,AT4G01780.1,,,,,,,,,,,,,
,AT4G32320.1,,,,,,,,,,,,,
,AT1G62978.1,,,,,,,,,,,,,
,AT1G02560.1,,,,,,,,,,,,,
,AT4G15233.1,,,,,,,,,,,,,
,AT3G04870.2,,,,,,,,,,,,,
,AT5G38000.1,,,,,,,,,,,,,
,AT3G63280.1,,,,,,,,,,,,,
,AT4G15390.1,,,,,,,,,,,,,
,AT5G63570.1,,,,,,,,,,,,,
,AT5G17450.1,,,,,,,,,,,,,
,AT1G66230.1,,,,,,,,,,,,,
,AT1G76892.1,,,,,,,,,,,,,
,AT2G37130.2,,,,,,,,,,,,,
,AT2G02710.3,,,,,,,,,,,,,
,AT2G02950.1,,,,,,,,,,,,,
,AT3G63280.2,,,,,,,,,,,,,
,AT5G42720.1,,,,,,,,,,,,,
,AT4G10860.1,,,,,,,,,,,,,
,AT2G44870.1,,,,,,,,,,,,,
,AT5G65320.1,,,,,,,,,,,,,
,AT4G25433.1,,,,,,,,,,,,,
,AT1G66160.2,,,,,,,,,,,,,
,AT3G23730.1,,,,,,,,,,,,,
,AT1G22740.1,,,,,,,,,,,,,
,AT3G02450.1,,,,,,,,,,,,,
,AT5G45080.1,,,,,,,,,,,,,
,AT5G17600.1,,,,,,,,,,,,,
,AT5G23210.1,,,,,,,,,,,,,
,AT3G23110.1,,,,,,,,,,,,,
,AT3G45730.1,,,,,,,,,,,,,
,AT3G28920.1,,,,,,,,,,,,,
,AT1G17147.1,,,,,,,,,,,,,
,AT4G34790.1,,,,,,,,,,,,,
,AT5G59220.1,,,,,,,,,,,,,
,AT2G18010.1,,,,,,,,,,,,,
,AT4G31390.1,,,,,,,,,,,,,
,AT2G34640.1,,,,,,,,,,,,,
,AT3G54780.1,,,,,,,,,,,,,
,AT4G12500.1,,,,,,,,,,,,,
,AT4G31390.2,,,,,,,,,,,,,
,AT2G02710.2,,,,,,,,,,,,,
,AT1G29390.2,,,,,,,,,,,,,
,AT1G63570.1,,,,,,,,,,,,,
,AT5G35495.1,,,,,,,,,,,,,
,AT4G29450.1,,,,,,,,,,,,,
,AT2G10440.2,,,,,,,,,,,,,
,AT5G23210.2,,,,,,,,,,,,,
,AT2G33200.1,,,,,,,,,,,,,
,AT1G27290.1,,,,,,,,,,,,,
,AT2G01180.1,,,,,,,,,,,,,
,AT1G08860.1,,,,,,,,,,,,,
,AT2G02710.1,,,,,,,,,,,,,
,AT1G03340.1,,,,,,,,,,,,,
,AT5G51070.1,,,,,,,,,,,,,
,AT3G28930.1,,,,,,,,,,,,,
,AT2G47860.1,,,,,,,,,,,,,
,AT5G25970.1,,,,,,,,,,,,,
,AT5G15160.1,,,,,,,,,,,,,
,AT3G56240.1,,,,,,,,,,,,,
,AT1G66610.2,,,,,,,,,,,,,
,AT2G25840.1,,,,,,,,,,,,,
,AT2G25840.2,,,,,,,,,,,,,
,AT3G32047.1,,,,,,,,,,,,,
,AT4G11960.1,,,,,,,,,,,,,
,AT5G47280.1,,,,,,,,,,,,,
,AT5G59370.1,,,,,,,,,,,,,
,AT3G56410.2,,,,,,,,,,,,,
,AT3G09520.1,,,,,,,,,,,,,
,AT4G10200.1,,,,,,,,,,,,,
,AT1G19770.1,,,,,,,,,,,,,
,AT3G01870.1,,,,,,,,,,,,,
,AT3G06770.2,,,,,,,,,,,,,
,AT5G18690.1,,,,,,,,,,,,,
,AT3G47580.1,,,,,,,,,,,,,
,AT1G07260.1,,,,,,,,,,,,,
,AT5G14070.1,,,,,,,,,,,,,
,AT3G56360.1,,,,,,,,,,,,,
,AT3G54780.2,,,,,,,,,,,,,
,AT5G47130.1,,,,,,,,,,,,,
,AT4G15233.2,,,,,,,,,,,,,
,AT5G19440.1,,,,,,,,,,,,,
,AT1G33970.3,,,,,,,,,,,,,
,AT3G61840.1,,,,,,,,,,,,,
,AT1G64300.1,,,,,,,,,,,,,
,AT1G64300.2,,,,,,,,,,,,,
,AT5G42250.1,,,,,,,,,,,,,
,AT2G39410.1,,,,,,,,,,,,,
,AT1G21830.1,,,,,,,,,,,,,
,AT5G60530.1,,,,,,,,,,,,,
,AT5G66053.1,,,,,,,,,,,,,
,AT1G16530.1,,,,,,,,,,,,,
,AT2G38330.1,,,,,,,,,,,,,
,AT3G01370.1,,,,,,,,,,,,,
,AT5G42760.1,,,,,,,,,,,,,
,AT4G20715.1,,,,,,,,,,,,,
,AT5G11180.1,,,,,,,,,,,,,
,AT4G38552.1,,,,,,,,,,,,,
,AT1G07175.1,,,,,,,,,,,,,
,AT1G71720.1,,,,,,,,,,,,,
,AT4G04810.1,,,,,,,,,,,,,
,AT5G03495.1,,,,,,,,,,,,,
,AT5G52000.1,,,,,,,,,,,,,
,AT1G10830.1,,,,,,,,,,,,,
,AT1G55546.1,,,,,,,,,,,,,
,AT1G55650.1,,,,,,,,,,,,,
,AT3G04280.1,,,,,,,,,,,,,
,AT3G04280.3,,,,,,,,,,,,,
,AT5G17950.1,,,,,,,,,,,,,
,AT1G56040.1,,,,,,,,,,,,,
,AT3G13630.1,,,,,,,,,,,,,
,AT4G25130.1,,,,,,,,,,,,,
,AT1G76600.1,,,,,,,,,,,,,
,AT2G47860.3,,,,,,,,,,,,,
,AT3G06770.1,,,,,,,,,,,,,
,AT2G27990.1,,,,,,,,,,,,,
,AT1G61800.1,,,,,,,,,,,,,
,AT1G66390.1,,,,,,,,,,,,,
,AT3G26630.1,,,,,,,,,,,,,
,AT1G01060.3,,,,,,,,,,,,,
,AT1G66930.1,,,,,,,,,,,,,
,AT1G10830.2,,,,,,,,,,,,,
,AT1G05020.1,,,,,,,,,,,,,
,AT3G50808.1,,,,,,,,,,,,,
,AT5G28623.1,,,,,,,,,,,,,
,AT1G01060.5,,,,,,,,,,,,,
,AT4G16390.1,,,,,,,,,,,,,
,AT5G40800.1,,,,,,,,,,,,,
,AT4G11960.2,,,,,,,,,,,,,
,AT5G53710.1,,,,,,,,,,,,,
,AT3G46500.1,,,,,,,,,,,,,
,AT2G47860.2,,,,,,,,,,,,,
,AT3G51490.1,,,,,,,,,,,,,
,AT1G64295.1,,,,,,,,,,,,,
,AT1G68935.1,,,,,,,,,,,,,
,AT1G68210.1,,,,,,,,,,,,,
,AT5G07930.3,,,,,,,,,,,,,
,AT1G05540.1,,,,,,,,,,,,,
,AT3G54780.3,,,,,,,,,,,,,
,AT5G04810.1,,,,,,,,,,,,,
,AT3G02850.1,,,,,,,,,,,,,
,AT3G51330.1,,,,,,,,,,,,,
,AT5G49200.1,,,,,,,,,,,,,
,AT2G25890.1,,,,,,,,,,,,,
,AT4G23870.1,,,,,,,,,,,,,
,AT2G30680.1,,,,,,,,,,,,,
,AT1G09950.1,,,,,,,,,,,,,
,AT3G56410.1,,,,,,,,,,,,,
,AT4G31730.1,,,,,,,,,,,,,
,AT5G24120.1,,,,,,,,,,,,,
,AT2G20250.1,,,,,,,,,,,,,
,AT4G28900.1,,,,,,,,,,,,,
,AT1G10480.1,,,,,,,,,,,,,
,AT5G17760.1,,,,,,,,,,,,,
,AT4G13390.1,,,,,,,,,,,,,
,AT5G64240.1,,,,,,,,,,,,,
,AT2G20960.1,,,,,,,,,,,,,
,AT3G58190.1,,,,,,,,,,,,,
,AT1G17340.1,,,,,,,,,,,,,
,AT1G59870.1,,,,,,,,,,,,,
,AT2G26211.1,,,,,,,,,,,,,
,AT2G16385.1,,,,,,,,,,,,,
,AT2G03390.1,,,,,,,,,,,,,
,AT2G32190.1,,,,,,,,,,,,,
,AT1G60380.1,,,,,,,,,,,,,
,AT4G18550.1,,,,,,,,,,,,,
,AT5G48690.1,,,,,,,,,,,,,
,AT5G48690.2,,,,,,,,,,,,,
,AT3G03270.1,,,,,,,,,,,,,
,AT2G01850.1,,,,,,,,,,,,,
,AT3G48080.1,,,,,,,,,,,,,
,AT1G07110.1,,,,,,,,,,,,,
,AT4G38550.1,,,,,,,,,,,,,
,AT1G53950.1,,,,,,,,,,,,,
,AT4G09430.1,,,,,,,,,,,,,
,AT2G29480.1,,,,,,,,,,,,,
,AT4G23420.2,,,,,,,,,,,,,
,AT1G12490.1,,,,,,,,,,,,,
,AT1G69935.1,,,,,,,,,,,,,
,AT1G33970.5,,,,,,,,,,,,,
,AT5G17700.1,,,,,,,,,,,,,
,AT2G03390.2,,,,,,,,,,,,,
,AT3G45390.1,,,,,,,,,,,,,
,AT2G02540.1,,,,,,,,,,,,,
,AT5G51020.1,,,,,,,,,,,,,
,AT1G01310.1,,,,,,,,,,,,,
,AT1G33970.4,,,,,,,,,,,,,
,AT4G23280.1,,,,,,,,,,,,,
,AT3G32930.1,,,,,,,,,,,,,
,AT1G77950.2,,,,,,,,,,,,,
,AT2G24395.1,,,,,,,,,,,,,
,AT5G07760.1,,,,,,,,,,,,,
,AT5G03910.1,,,,,,,,,,,,,
,AT4G30620.1,,,,,,,,,,,,,
,AT3G06770.3,,,,,,,,,,,,,
,AT5G13750.1,,,,,,,,,,,,,
,AT5G42010.1,,,,,,,,,,,,,
,AT5G23210.3,,,,,,,,,,,,,
,AT1G72620.1,,,,,,,,,,,,,
,AT1G14930.1,,,,,,,,,,,,,
,AT3G45290.1,,,,,,,,,,,,,
,AT5G13750.3,,,,,,,,,,,,,
,AT2G30695.1,,,,,,,,,,,,,
,AT5G51920.1,,,,,,,,,,,,,
,AT4G02380.2,,,,,,,,,,,,,
,AT2G25840.3,,,,,,,,,,,,,
,AT4G02380.1,,,,,,,,,,,,,
,AT5G08720.1,,,,,,,,,,,,,
,AT5G45220.1,,,,,,,,,,,,,
,AT4G30720.1,,,,,,,,,,,,,
,AT1G09155.1,,,,,,,,,,,,,
,AT1G11260.1,,,,,,,,,,,,,
,AT1G33970.2,,,,,,,,,,,,,
,AT5G24550.1,,,,,,,,,,,,,
,AT2G18650.1,,,,,,,,,,,,,
,AT4G16260.1,,,,,,,,,,,,,
,AT5G23210.4,,,,,,,,,,,,,
,AT2G30695.2,,,,,,,,,,,,,
,AT3G51870.1,,,,,,,,,,,,,
,AT4G38225.1,,,,,,,,,,,,,
,AT3G46750.1,,,,,,,,,,,,,
,AT4G39640.1,,,,,,,,,,,,,
,AT2G22360.1,,,,,,,,,,,,,
,AT5G64060.1,,,,,,,,,,,,,
,AT2G38790.1,,,,,,,,,,,,,
,AT1G04920.1,,,,,,,,,,,,,
,AT1G80340.1,,,,,,,,,,,,,
,AT2G21720.1,,,,,,,,,,,,,
,AT1G06490.1,,,,,,,,,,,,,
,AT2G17972.1,,,,,,,,,,,,,
,AT4G38225.2,,,,,,,,,,,,,
,AT4G23420.1,,,,,,,,,,,,,
,AT4G00070.1,,,,,,,,,,,,,
,AT2G25605.1,,,,,,,,,,,,,
,AT3G53560.1,,,,,,,,,,,,,
,AT1G77640.1,,,,,,,,,,,,,
,AT1G58807.1,,,,,,,,,,,,,
,AT2G44990.1,,,,,,,,,,,,,
,AT4G23420.3,,,,,,,,,,,,,
,AT1G01060.1,,,,,,,,,,,,,
,AT1G01060.4,,,,,,,,,,,,,
,AT4G16920.1,,,,,,,,,,,,,
,AT3G03530.1,,,,,,,,,,,,,
,AT2G18640.1,,,,,,,,,,,,,
,AT4G39640.2,,,,,,,,,,,,,
,AT4G05590.2,,,,,,,,,,,,,
,AT1G01430.1,,,,,,,,,,,,,
,AT5G06340.1,,,,,,,,,,,,,
,AT4G02990.1,,,,,,,,,,,,,
,AT1G33970.1,,,,,,,,,,,,,
,AT1G11460.1,,,,,,,,,,,,,
,AT1G01060.2,,,,,,,,,,,,,
,AT3G19620.1,,,,,,,,,,,,,
,AT2G36255.1,,,,,,,,,,,,,
,AT3G52820.1,,,,,,,,,,,,,
,AT4G33030.1,,,,,,,,,,,,,
,AT3G61300.1,,,,,,,,,,,,,
,AT3G15170.1,,,,,,,,,,,,,
,AT1G50020.1,,,,,,,,,,,,,
,AT3G53530.1,,,,,,,,,,,,,
,AT5G17760.2,,,,,,,,,,,,,
,AT4G01440.1,,,,,,,,,,,,,
,AT4G02130.1,,,,,,,,,,,,,
,AT4G02130.3,,,,,,,,,,,,,
,AT4G00750.1,,,,,,,,,,,,,
,AT5G59305.1,,,,,,,,,,,,,
,AT1G73270.1,,,,,,,,,,,,,
,AT3G49980.1,,,,,,,,,,,,,
,AT2G35710.1,,,,,,,,,,,,,
,AT5G65590.1,,,,,,,,,,,,,
,AT3G16070.1,,,,,,,,,,,,,
,AT5G42760.2,,,,,,,,,,,,,
,AT3G53530.2,,,,,,,,,,,,,
,AT2G37280.1,,,,,,,,,,,,,
,AT5G28840.2,,,,,,,,,,,,,
,AT1G76690.1,,,,,,,,,,,,,
,AT5G28840.1,,,,,,,,,,,,,
,AT1G68360.1,,,,,,,,,,,,,
,AT3G52535.2,,,,,,,,,,,,,
,AT1G61080.1,,,,,,,,,,,,,
,AT1G47440.1,,,,,,,,,,,,,
,AT4G05590.1,,,,,,,,,,,,,
,AT3G46400.1,,,,,,,,,,,,,
,AT5G66440.1,,,,,,,,,,,,,
,AT1G74640.1,,,,,,,,,,,,,
,AT3G12580.1,,,,,,,,,,,,,
,AT4G01720.1,,,,,,,,,,,,,
,AT5G59370.2,,,,,,,,,,,,,
,AT1G75250.2,,,,,,,,,,,,,
,AT1G48500.3,,,,,,,,,,,,,
,AT5G42590.1,,,,,,,,,,,,,
,AT4G01690.1,,,,,,,,,,,,,
,AT3G51960.1,,,,,,,,,,,,,
,AT3G51960.2,,,,,,,,,,,,,
,AT1G18880.1,,,,,,,,,,,,,
,AT3G13740.2,,,,,,,,,,,,,
,AT5G15240.2,,,,,,,,,,,,,
,AT5G66052.1,,,,,,,,,,,,,
,AT5G26660.1,,,,,,,,,,,,,
,AT1G75720.1,,,,,,,,,,,,,
,AT3G57640.1,,,,,,,,,,,,,
,AT3G52340.2,,,,,,,,,,,,,
,AT2G01660.1,,,,,,,,,,,,,
,AT5G13750.2,,,,,,,,,,,,,
,AT4G01690.2,,,,,,,,,,,,,
,AT2G17330.1,,,,,,,,,,,,,
,AT2G19590.1,,,,,,,,,,,,,
,AT5G56050.1,,,,,,,,,,,,,
,AT3G44620.2,,,,,,,,,,,,,
,AT1G14760.2,,,,,,,,,,,,,
,AT1G14760.3,,,,,,,,,,,,,
,AT1G65480.1,,,,,,,,,,,,,
,AT3G27920.1,,,,,,,,,,,,,
,AT4G02670.1,,,,,,,,,,,,,
,AT5G46871.1,,,,,,,,,,,,,
,AT5G28230.1,,,,,,,,,,,,,
