Location,Treatment,Genotype,n_roots,length_mean,length_std,length_med,length_p90,vector_length_mean,vector_length_std,vector_length_med,vector_length_p90,surface_mean,surface_std,surface_med,surface_p90,volume_mean,volume_std,volume_med,volume_p90,direction_mean,direction_std,direction_med,direction_p90,diameter_mean,diameter_std,diameter_med,diameter_p90,outlier_score,flagged_outlier,cv_predicted_genotype,genotype_mismatch
A10,FL,cax22,9,0.8662357966666666,0.39325114094558405,0.9131041,1.3244514,0.6073706177777778,0.2683840201330751,0.54239744,0.9178359700000001,0.13036511022222222,0.06314149011154854,0.14385815,0.19772789799999999,0.0016279427777777778,0.0008549219693052925,0.001530967,0.0024851288000000003,235.92014343333332,42.82713322718032,243.4340345,287.99769118,0.04574147666666667,0.007157415322119012,0.047811467,0.051625649200000005,0.48946857192363946,False,cax23,True
B5,GC,rbohD,11,1.8072056454545455,0.1642369722739973,1.754041,1.9357269,1.7584893454545456,0.15548021664570452,1.7285445,1.9136286,0.2996177009090909,0.049891372194012844,0.2964269,0.3714605,0.004171740363636363,0.0011518534055340608,0.004290063,0.005526379,274.99725022727273,6.322745406021253,275.576413,280.7021968,0.05348326700000001,0.007017188992113359,0.05324983,0.06078586,0.48908477059270095,False,Col-0,True
A8,FL,cax23,9,1.0066296733333333,0.3152866434015999,0.99274933,1.3250655000000002,0.8977054144444444,0.19598250880555637,0.9346361,1.09929782,0.18365114777777777,0.06509430596141089,0.17376336,0.266959668,0.002950356222222222,0.0012967791782133643,0.002577524,0.0049254334,206.1881495488889,78.00201794985134,238.5742183,276.50105124,0.058552173444444446,0.009831802154148674,0.060455922,0.0678435912,0.4878114251780113,False,cax23,False
C6,FL,cax23,12,1.1620974366666665,0.2642289467614499,1.1912093000000001,1.4124170500000002,1.1061806558333334,0.2579487577988316,1.1245977,1.39716942,0.15450928708333334,0.04715059986854623,0.14969897999999998,0.217821118,0.0017874292500000002,0.0006982568403283668,0.0017442295,0.0024948518,231.73102791666665,49.39281742612426,228.64067125000003,276.76354634,0.042352763083333335,0.0060278900718282085,0.041865307500000004,0.049642416099999996,0.4805139423327748,False,cax23,False
B3,FL,cax23,10,1.06877782,0.2607638713172774,1.19957475,1.27421415,0.90732058,0.3361729443712538,1.0588863000000002,1.1926378400000002,0.191972942,0.04680638543343542,0.198636595,0.24459781199999997,0.0029390251,0.0008059638306753536,0.002976456,0.0038021426,243.254017751,77.54181716339907,254.0083695,304.74812909999997,0.060223439700000006,0.0061435986741273235,0.0604330325,0.0670468566,0.4801808011835945,False,cax23,False
B9,GC,Col-0,11,1.785523790909091,0.37604770382500063,1.6358647,2.32038,1.7375655,0.36092145927485253,1.6042831,2.2448363,0.2676712954545455,0.06117360143910895,0.2602357,0.33489394,0.003312412545454546,0.0008758486547825656,0.00337899,0.004401831,273.30121240909097,5.744448269988909,273.9869733,280.9923159,0.04854098863636363,0.003266353989254582,0.049267627,0.05181561,0.47465869632017793,False,Col-0,False
C4,GC,rbohD,11,1.4259605818181817,0.3330337163036467,1.4786378,1.7528917,1.3891733,0.3325535094239394,1.4587063,1.7104244,0.24809869727272726,0.06860775557288616,0.2753349,0.31991932,0.0038220111818181813,0.0016825842717220227,0.003854458,0.005870383,269.1549522909091,10.205817025655252,270.2292218,277.1254726,0.058145796272727264,0.01180162150263881,0.057824943,0.06988018,0.4715281728877464,False,cax23,True
C7,GC,Col-0,10,1.8435102800000003,0.24493764199224174,1.8565785,2.08703481,1.76014235,0.2188726041592837,1.7791715,2.0134479,0.265640934,0.046194713980222506,0.27044326500000004,0.31205277200000003,0.0033005922,0.0008115748097930098,0.0031624305,0.0042215059,268.70645301,9.225756939528276,265.12295875,280.03175083,0.04737543079999999,0.004988332359579238,0.047188948999999994,0.0545204377,0.4682978396357395,False,rbohD,True
B4,FL,cax22,10,0.8990657719999999,0.45624647164619014,0.82956618,1.5238211099999999,0.798129514,0.4049178062884357,0.72619945,1.4171382099999998,0.1455586077,0.08107197587092395,0.146394275,0.229169267,0.0022308519999999997,0.0014942208356797865,0.001711944,0.0044361580999999995,224.51869172000002,62.12577301690069,226.86110645,276.48117269,0.05261790660000001,0.011948084062662985,0.048824949500000006,0.0705687255,0.4678549994649668,False,rbohD,True
A4,GC,cax23,11,1.5736251,0.37413681322318926,1.5362374,2.094808,1.5221184409090909,0.35405537961252287,1.5077002,1.9827812,0.27140111,0.07568151240341978,0.24769045,0.36517677,0.004116205909090909,0.0018467120321111472,0.003615399,0.007058092,276.1331330454545,9.8358722955974,277.9029667,286.3766087,0.05566798681818182,0.006857717312382157,0.055492613,0.061022516,0.46031584914271323,False,Col-0,True
C3,GC,Col-0,9,1.4588115833333335,0.6256833505797471,1.6381778,1.97590268,1.3779314088888888,0.6049445751143964,1.4920588,1.8823831800000002,0.21568145222222224,0.08969996547667697,0.2351369,0.288262748,0.0026917364444444445,0.0011167770147707406,0.002668734,0.0037949582000000003,259.27521640000003,16.439567778707158,262.1682326,275.60708877999997,0.05111944633333334,0.007029808236291418,0.051234126,0.0601294472,0.456512566973472,False,cax22,True
C5,FL,cax22,11,1.267414912727273,0.4041018055192922,1.1783655,1.8218848,1.1550411454545453,0.4142562251554859,1.0577221,1.7979386,0.1903490963636364,0.07507791973485163,0.17353256,0.31655735,0.002486412181818182,0.001258585120103149,0.002235737,0.004464557,202.81344906363637,52.51630135637888,224.9396854,265.5703225,0.04982378245454546,0.007907347020164065,0.050474692,0.060272742,0.4546769737750765,False,rbohD,True
A10,GC,cax22,8,1.41017915,0.18362412093169433,1.40130795,1.65513793,1.3701349375,0.18719202613337954,1.3725458000000001,1.62500935,0.20600643875,0.03723169797669367,0.19843711,0.257435196,0.00250780525,0.0006722280020174982,0.0023869555000000002,0.0032960028,276.6768145625,4.483614685692166,275.51327475,281.812455,0.0464920395,0.004075929301605279,0.045591425000000005,0.0516673684,0.4534304202442451,False,rbohD,True
B8,FL,cax22,10,1.139396363,0.45353749010134314,1.2903581,1.62583409,0.97663318,0.41275374002936904,0.920755,1.5485814199999999,0.202254212,0.09477959737959693,0.211358245,0.29744708699999994,0.0031524785,0.0018205045667113418,0.0027755175,0.0047025717999999985,230.33520089100003,68.15882557180937,247.1043596,296.20285756,0.056529077399999995,0.0069553167472302686,0.056078726499999995,0.062503112,0.45158239362689045,False,cax22,False
B4,GC,cax22,7,1.5961707571428572,0.36467074448789266,1.6010603,1.9817561000000001,1.5535411285714287,0.3352514289817748,1.5891944,1.8958745200000002,0.24667402,0.09029088558726558,0.21984206,0.33040048600000005,0.003380013571428572,0.0018191983573291567,0.002980471,0.0050771446000000015,270.3502723,4.85750326172125,270.5046151,275.32496914,0.05019927671428571,0.0071602688762153486,0.048377793,0.0598523372,0.4431651593327286,False,cax22,False
A6,FL,rbohD,11,1.2435406,0.4285647392063569,1.3360237,1.5478804,1.0465901827272728,0.43397011144339426,0.99208975,1.4707537,0.17743279590909092,0.08026816981329894,0.18269207,0.2362776,0.002172088272727273,0.001132140441956987,0.002016036,0.003115831,227.7408149427273,77.26147211617591,255.918828,295.3926769,0.04490870590909091,0.00739223399720427,0.04787321,0.05002093,0.4427024691840234,False,rbohD,False
A3,GC,cax22,6,1.5683798333333332,0.2317025940250178,1.5371529,1.83965765,1.5021879166666665,0.24248269404972267,1.4259745499999998,1.81271405,0.25198478166666666,0.04027024949026366,0.23695833,0.30533326,0.0033955258333333333,0.0006998010150901032,0.0033225425,0.0042704095,280.67808165,6.31427124742804,279.02317235,288.91656475,0.0533674985,0.00558274130274264,0.052002005,0.060538850500000005,0.44090528446202404,False,rbohD,True
B6,FL,Col-0,10,1.335452807,0.39811461496974887,1.28770105,1.85509488,1.185779334,0.2907307210566922,1.2380817,1.5245776199999999,0.21174162000000002,0.06376571012343311,0.19311537,0.26852781499999995,0.0028742841,0.000970384538213223,0.002599025,0.0036113233999999993,214.016394759,58.9502212028458,219.09020895,274.06844108999996,0.05387803609999999,0.005686117530218092,0.053324936,0.062467981,0.4388892567096417,False,cax22,True
B9,FL,Col-0,10,1.433332282,0.4151961768233172,1.5789065500000001,1.7830042199999998,1.2500113650000002,0.34219059940831514,1.2889636,1.5282256399999998,0.194765142,0.05232579713444618,0.20050922999999998,0.246657666,0.0023081858,0.0007913331495725173,0.0021083854999999997,0.0033120474999999996,259.62136705,40.24462152968105,257.7334454,314.31278994,0.0444691481,0.006573271803850872,0.044214511,0.050964202,0.4380218505043913,False,rbohD,True
C5,GC,cax22,6,1.2785642433333333,0.4137959822134294,1.1789325,1.71366695,1.26119045,0.4112233730475962,1.1660819,1.6908992999999999,0.1962149483333333,0.07964405495869344,0.18301741,0.28243836499999997,0.002706454666666667,0.0014346249462578093,0.00252987,0.004186886,268.96406133333335,8.362367800159479,268.42203574999996,276.95313325,0.04935317350000001,0.005170125137839242,0.0521998055,0.053526317000000004,0.4365948366203099,False,cax22,False
B2,GC,rbohD,11,1.4448208545454546,0.1668854247807016,1.4166021,1.6784056,1.3953157454545455,0.17354597507462532,1.3757871,1.6539038,0.2508706845454545,0.05404421889738478,0.24738778,0.3029566,0.0037210658181818183,0.001352168888951902,0.003182392,0.004904242,276.2160937545455,5.135440691978664,275.6076406,281.2766157,0.05658145981818183,0.006986580909849718,0.054522365,0.06250787,0.43557078573941843,False,rbohD,False
A6,GC,rbohD,11,1.6273589909090909,0.24670292090935625,1.5716765,1.9671971,1.5866551090909091,0.2448158120903121,1.5589111,1.9241025,0.26891647999999996,0.0463846791789552,0.26725236,0.32194513,0.003739276454545454,0.0008966176350496715,0.003465892,0.004336842,279.2449846,6.1209067895639615,281.8618536,284.2087886,0.053677203636363635,0.0023105259370828136,0.053853415,0.055450026,0.43494890373832934,False,cax23,True
C8,FL,rbohD,10,1.3953969659999998,0.32440274197438285,1.49593,1.67148649,1.2356735399999998,0.37564579949537624,1.3179329,1.6122650699999999,0.19325902099999998,0.059007072683438286,0.20854369,0.25397264799999997,0.0022586902,0.0008321061853580707,0.0024521985,0.0030771546999999997,235.37400562,26.099063185362397,238.71203789999998,258.76407176000004,0.0442265749,0.0056180889994581155,0.0459566285,0.0484368953,0.4347421915982125,False,cax23,True
B2,FL,rbohD,11,0.9571902945454546,0.39725058803243685,1.0958081,1.4420991,0.8078699999999999,0.42379762268763627,0.9022328,1.2780961,0.15000628627272727,0.06618627537073686,0.1431219,0.24509305,0.0021407899999999996,0.0011860002672987589,0.001557779,0.004276077,233.62001143636363,59.314996106650575,252.5097714,287.7208445,0.05224750727272727,0.009422133214602973,0.048700564,0.06401468,0.4319170212938664,False,rbohD,False
C4,FL,rbohD,11,1.0464917554545454,0.370515265979013,1.1424917,1.5127711,0.8908030318181818,0.35594779146018074,0.85130113,1.2846766,0.16734879336363634,0.07909468270114077,0.15791583,0.276371,0.0023178749090909086,0.0013832015860177074,0.001831897,0.004403445,226.1939484881818,67.98247404659368,239.6283078,290.8385254,0.05048329099999999,0.008539600969334435,0.046992067,0.063311845,0.4299889929348751,False,cax22,True
C10,GC,rbohD,10,1.6073596900000002,0.214848360433816,1.5767864500000002,1.8803255399999999,1.5398160200000002,0.2131047439066235,1.52787395,1.79997778,0.25287313000000006,0.0586773609071843,0.24330578,0.355930964,0.0033014383,0.0011952605469499986,0.002922732,0.005205564199999999,267.41109125,6.06022321347605,267.3902537,270.47527806,0.050050590500000006,0.006415223409379056,0.0486168245,0.05720245659999999,0.42891453561400855,False,rbohD,False
A7,GC,cax22,9,1.1274788411111112,0.4852765833202612,1.2597574,1.5531583400000002,1.0890662322222222,0.5034155525165207,1.2343543,1.51510406,0.17738373999999998,0.07700953352294694,0.1831401,0.25505434,0.0024634519999999997,0.0011720691373311653,0.00270873,0.0036661318,261.6403591222222,44.27714668484831,273.0155292,290.2187212,0.051490796444444445,0.008584472929544524,0.05186589,0.057008238,0.42802427096560414,False,rbohD,True
A7,FL,cax22,7,1.3225837571428571,0.35942264807007546,1.3070713,1.6631188800000003,1.2970023285714285,0.3541237282017552,1.3054571,1.6240429200000002,0.21095833285714286,0.04951446457327819,0.21332031,0.26815362000000004,0.002953963857142857,0.0008079986275367459,0.002931651,0.0037987135999999998,278.9413818,8.668868814567695,276.2012387,291.1607081,0.052513757142857144,0.009231569541343113,0.05186589,0.06109049100000001,0.4245733473376167,False,cax22,False
C6,GC,cax23,10,1.637340635,0.4288643812714481,1.6100577500000002,1.9715898699999996,1.587892365,0.41783435626723775,1.56697935,1.9016845999999998,0.26459426300000005,0.0891915581915606,0.235872695,0.35580726199999996,0.003564784,0.0015720121777971698,0.0030377105,0.0054576951999999995,273.24100740999995,6.9605988482461045,275.28241434999995,280.64149827999995,0.0518846053,0.004772689357193427,0.050154366000000006,0.057258976499999996,0.4238795977807228,False,Col-0,True
C10,FL,rbohD,10,1.357295525,0.2549582026593391,1.433439,1.58474929,1.1453039400000002,0.29904936012471317,1.189286,1.5472070299999998,0.195081124,0.04776703536592473,0.2033067,0.24580708699999998,0.0023022877000000003,0.0007669860011332736,0.00249525,0.0031563626,222.31318811,55.09981817098643,248.2386628,265.06972701,0.04525276710000001,0.0058502078745228964,0.04515843,0.0531400074,0.4236033396157414,False,cax23,True
B3,GC,cax23,12,1.5036155916666667,0.3041830576926184,1.4605085999999998,1.89022439,1.4769638583333335,0.30260751336867986,1.43045435,1.86053102,0.2547252066666667,0.06487126403813587,0.24837462500000002,0.331135857,0.0037293714166666664,0.0012354720112801327,0.003264212,0.0057658733,274.96252699166666,8.456392985434551,276.5520782,283.21448244,0.05638166691666666,0.004743715248214305,0.056664344000000005,0.0619557552,0.42324571920559756,False,rbohD,True
A8,GC,cax23,10,1.5842057100000002,0.31216563488260024,1.5406336500000002,1.83733522,1.5381436,0.28809138111417354,1.48963245,1.8019430599999997,0.235623119,0.05586787560185861,0.2226857,0.2797903749999999,0.0029120381999999997,0.0008049485477972864,0.0026485725,0.003472234499999999,278.48274046999995,10.364145033325407,278.10919745,290.34510972,0.0482682635,0.0031876566600705677,0.048724138,0.0518155587,0.41811603211349807,False,cax23,False
C8,GC,rbohD,10,1.52942991,0.23263728950162504,1.5184251,1.7800837299999999,1.48127766,0.2194996527957582,1.478645,1.74755951,0.224997239,0.03855009106499295,0.232765575,0.258613643,0.0028493959,0.0006315482048307081,0.0028437009999999997,0.0038910823,267.27188651,8.74859352245878,269.19458475,276.4451393,0.048760824200000004,0.004700813731514041,0.046837455,0.054912948999999996,0.4162204124290466,False,cax23,True
A1,GC,Col-0,10,1.55335876,0.3912619700003649,1.7542127,1.82508932,1.512127435,0.3826671030073071,1.69130815,1.7841625799999998,0.23962985199999998,0.058097949866521593,0.26333615499999996,0.28751016599999996,0.003098208,0.0007883893589735976,0.0032620905,0.0040979366,273.33546619,8.44641636401606,274.1112418,282.31809116,0.050586498599999995,0.003926083706242117,0.050195578,0.0545670317,0.4157250833329321,False,Col-0,False
B8,GC,cax22,10,1.6264055800000001,0.3792879311403878,1.6220633,2.1134470999999997,1.57371312,0.3539770097419797,1.58151345,2.00369285,0.240823185,0.06399979901179977,0.24705227,0.31689096,0.0029782219000000004,0.0009390744083805552,0.0031268485,0.003999055,273.90225440999995,6.8648394835116395,272.71235075000004,282.28905738000003,0.0475575162,0.006025596945606613,0.048896836,0.054014071,0.41531886324434136,False,Col-0,True
C1,GC,cax23,11,1.3546528372727271,0.3216752475029666,1.3898224,1.7288079,1.3036136145454547,0.3197584030925245,1.3537012,1.6490239,0.2028893690909091,0.054073457709545185,0.20374773,0.2693575,0.002545355,0.0007751811153817831,0.002481593,0.003637342,268.9874810181818,11.931428179201985,272.3159266,280.3958491,0.04718374009090909,0.00268384818527432,0.047536,0.049764678,0.4129219760767298,False,rbohD,True
B5,FL,rbohD,10,1.0929011140000002,0.43471083519406545,1.1871912,1.56829319,0.9790288519999999,0.42930749817565295,1.0754418000000001,1.48457449,0.169620504,0.07019241154516365,0.181558405,0.258415108,0.0022182446999999997,0.001055618613759728,0.0020365995,0.0036824766,248.18300632,51.21147327003969,263.7406787,294.71824488,0.05079098829999999,0.006808820850293274,0.050143475,0.057594419,0.4075934382301883,False,cax22,True
B7,GC,cax23,11,1.4103229045454546,0.3110069809102993,1.45363,1.8497126,1.372482658181818,0.29998945499282414,1.4139878,1.8119905,0.22407458999999996,0.057884005753948684,0.21516083,0.31485593,0.0030391576363636365,0.0010626227806655201,0.002825411,0.004111631,277.6487520181818,8.372762470086478,275.2699561,288.6139874,0.052450715818181816,0.005390846895934117,0.05109365,0.059868716,0.39370436008617177,False,cax23,False
