Row-names	GCShoot_COL00-GCShoot_RBOHD___log2FoldChange	GCShoot_COL00-GCShoot_RBOHD___padj	COL00-RBOHD_shoot_APEX5_Sig
AT5G10830	0.845456782	0.01625624	Yes
AT5G10860	0.254166257	0.007671964	Yes
AT5G10980	0.571146342	0.003464738	Yes
AT5G11150	0.420706906	0.010487138	Yes
AT5G11330	-1.562851838	6.69E-37	Yes
AT5G11500	-0.275220275	0.046381386	Yes
AT5G11530	-0.228591388	0.042064715	Yes
AT5G11560	-0.203666563	0.012223573	Yes
AT5G11720	0.228637926	0.023649965	Yes
AT5G11740	0.591927026	0.001525838	Yes
AT5G11840	0.458590975	0.029316109	Yes
AT5G12080	-0.438297146	0.002405358	Yes
AT5G12190	0.517628211	0.016724036	Yes
AT5G12250	0.193616311	0.021998481	Yes
AT5G12290	-0.308357137	0.00728517	Yes
AT5G12400	-0.303156866	0.001078091	Yes
AT5G12480	-0.404062386	0.004276046	Yes
AT5G13000	-0.241896353	0.034562425	Yes
AT5G13080	-3.279015649	0.014178078	Yes
AT5G13200	1.031271657	0.045171681	Yes
AT5G13280	-0.247649579	0.018970334	Yes
AT5G13420	-0.314168808	0.00311426	Yes
AT5G13750	-0.489297191	0.000854358	Yes
AT5G13780	0.372007171	0.016752818	Yes
AT5G13990	1.025411232	0.013888934	Yes
AT5G14105	0.881823478	0.001332	Yes
AT5G14270	0.175979134	0.042544844	Yes
AT5G14565	0.711311863	0.04563952	Yes
AT5G14570	0.696498723	0.044508212	Yes
AT5G14640	-0.576140578	3.36E-06	Yes
AT5G15130	-3.352145231	0.041419039	Yes
AT5G15510	-0.558915556	0.039478656	Yes
AT5G15520	-0.538465953	0.015100729	Yes
AT5G15948	-0.572242948	0.001872978	Yes
AT5G15950	-0.573450689	0.00180475	Yes
AT5G15970	1.472597556	1.84E-08	Yes
AT5G16190	-0.519352288	0.013767393	Yes
AT5G16200	0.733427699	0.030329339	Yes
AT5G16270	-0.180104296	0.006353924	Yes
AT5G16370	0.838822561	0.000428739	Yes
AT5G16470	0.617798346	0.000657685	Yes
AT5G16760	-0.245595884	0.025700764	Yes
AT5G17160	-0.712710596	0.001956071	Yes
AT5G17350	2.108844762	0.021071822	Yes
AT5G17870	0.599735811	0.025274382	Yes
AT5G18100	0.396048748	0.025515277	Yes
AT5G18210	0.806015646	0.000173545	Yes
AT5G18310	0.533344712	0.003401063	Yes
AT5G18570	-0.508912592	0.024128938	Yes
AT5G18680	0.378439446	0.012020136	Yes
AT5G18800	0.41526707	0.002829547	Yes
AT5G18900	0.515991513	0.000185282	Yes
AT5G18920	1.217838655	0.00020763	Yes
AT5G19120	0.621979298	0.031456531	Yes
AT5G19140	0.384788943	0.018995843	Yes
AT5G19320	-0.316324437	0.048213054	Yes
AT5G19440	-0.528912275	0.004231813	Yes
AT5G19490	-1.775911134	0.015422404	Yes
AT5G19510	0.308603533	0.043515413	Yes
AT5G19600	-1.123717989	0.017448917	Yes
AT5G19780	0.285496352	0.041806426	Yes
AT5G20010	0.227692186	0.024759868	Yes
AT5G20280	0.330224251	0.03047942	Yes
AT5G20570	0.280468942	0.029457449	Yes
AT5G20620	0.378865293	0.000738182	Yes
AT5G20700	0.560168899	0.000169053	Yes
AT5G20740	1.045056306	0.008514702	Yes
AT5G20885	0.566433806	0.020298637	Yes
AT5G21020	0.521208309	0.022943411	Yes
AT5G21940	0.64132932	0.008919113	Yes
AT5G22020	-0.371221617	0.049188171	Yes
AT5G22140	-1.026212351	0.000936823	Yes
AT5G22480	-0.439189268	0.003478372	Yes
AT5G22630	0.831567416	0.014187006	Yes
AT5G23020	-0.682113895	0.035613998	Yes
AT5G23235	0.70812233	0.041095698	Yes
AT5G23575	0.267265752	0.021307032	Yes
AT5G23630	-0.162860937	0.001545564	Yes
AT5G23820	-0.71136402	0.016943063	Yes
AT5G23870	0.33034304	0.046740072	Yes
AT5G24020	0.365465917	0.002237731	Yes
AT5G24060	0.51751077	2.10E-07	Yes
AT5G24300	0.220125486	0.046933197	Yes
AT5G24460	0.488406188	0.000777815	Yes
AT5G24470	0.392203934	0.023616865	Yes
AT5G24500	0.300023438	0.04563952	Yes
AT5G24570	1.060567837	0.039306131	Yes
AT5G24760	-0.576664586	0.000641974	Yes
AT5G24780	-2.154835383	0.023899147	Yes
AT5G25090	-0.496747507	0.045400976	Yes
AT5G25210	0.550547063	0.033208716	Yes
AT5G25757	-0.472242215	0.026547652	Yes
AT5G25890	-0.637393587	0.013857576	Yes
AT5G26160	-0.36365148	0.020298637	Yes
AT5G26270	0.727212582	0.011911238	Yes
AT5G26570	0.391590686	0.022105137	Yes
AT5G26920	1.063969121	0.043693015	Yes
AT5G27000	-0.597037184	0.007671964	Yes
AT5G27210	-0.546982488	0.040364603	Yes
AT5G27420	1.654378866	0.007339757	Yes
AT5G27600	-0.358328645	0.014776899	Yes
AT5G27670	0.369052457	0.038233598	Yes
AT5G27710	0.377625894	0.015887946	Yes
AT5G27730	0.257006786	0.034201795	Yes
AT5G27860	0.234508143	0.033495283	Yes
AT5G28640	-1.779273771	0.000118171	Yes
AT5G28740	-0.262622279	0.007252142	Yes
AT5G33300	-0.704843181	0.000346949	Yes
AT5G34790	1.176139069	0.009969604	Yes
AT5G34930	-0.371724273	0.020298637	Yes
AT5G34940	-0.488745177	0.048117958	Yes
AT5G35670	-0.500972739	0.008583757	Yes
AT5G35730	-0.247240487	0.004156124	Yes
AT5G35732	0.746214796	0.017070805	Yes
AT5G35735	1.016400521	0.021500305	Yes
AT5G35935	4.725442815	2.07E-104	Yes
AT5G36250	0.555097413	8.07E-07	Yes
AT5G36880	-0.177426455	0.041419039	Yes
AT5G37020	-0.361117596	0.009334218	Yes
AT5G38010	-1.283071803	0.031788615	Yes
AT5G38690	-0.368541264	0.043515413	Yes
AT5G39800	-0.481164579	0.00908719	Yes
AT5G40490	-0.645012005	0.000219626	Yes
AT5G40760	-0.604689517	9.03E-06	Yes
AT5G40930	0.283242976	0.022832433	Yes
AT5G41070	-0.584620028	0.042247194	Yes
AT5G41380	-3.718462139	0.024622278	Yes
AT5G41400	0.701642137	0.018951239	Yes
AT5G41610	-0.365714598	0.04080065	Yes
AT5G41880	-0.447655246	0.046270129	Yes
AT5G42140	-0.275600109	0.039380518	Yes
AT5G42200	0.669955627	0.041095698	Yes
AT5G42220	-0.251278209	0.024128938	Yes
AT5G42330	-0.828530922	0.025541819	Yes
AT5G42820	0.339983959	0.039307199	Yes
AT5G42900	0.907570904	0.003888221	Yes
AT5G42990	-0.299534226	0.025704684	Yes
AT5G43040	-1.795935253	0.004904961	Yes
AT5G43530	-1.479088647	0.011530538	Yes
AT5G43780	0.68749083	0.001551627	Yes
AT5G43810	-0.44028233	0.027598389	Yes
AT5G43830	0.421153573	0.00696984	Yes
AT5G43970	0.37305654	0.020490806	Yes
AT5G44005	0.793555555	0.000642932	Yes
AT5G44210	1.124078905	0.048960147	Yes
AT5G44260	0.684315312	0.016927906	Yes
AT5G44340	0.284511865	0.045400976	Yes
AT5G44635	-0.461777942	0.01067162	Yes
AT5G44800	-0.253667781	0.000494798	Yes
AT5G45280	0.613560833	0.048973835	Yes
AT5G45350	0.728724633	0.007385199	Yes
AT5G45850	-1.113917678	0.044956287	Yes
AT5G46510	0.40961824	0.004131192	Yes
AT5G46520	0.52184959	0.049872205	Yes
AT5G46710	0.851305884	0.007934975	Yes
AT5G46730	-2.382597708	0.009184829	Yes
AT5G46740	-0.384625058	0.04374178	Yes
AT5G47040	0.273779311	0.00696984	Yes
AT5G47230	1.206654497	0.018995843	Yes
AT5G47390	0.330310772	0.006561014	Yes
AT5G47570	0.653105604	0.002022825	Yes
AT5G47830	0.586604078	0.019243191	Yes
AT5G47910	1.513390791	1.20E-07	Yes
AT5G47920	1.618378992	0.000670605	Yes
AT5G47960	1.019421597	0.041384147	Yes
AT5G48250	0.54533097	0.000119762	Yes
AT5G48360	-0.672250268	0.008352179	Yes
AT5G48430	-1.754833986	0.019105895	Yes
AT5G48570	-0.5681749	0.023955444	Yes
AT5G48740	-0.817953815	0.04563952	Yes
AT5G48820	-0.995098855	0.026165342	Yes
AT5G49448	0.673217233	0.046638847	Yes
AT5G49450	0.673217233	0.046638847	Yes
AT5G49680	-0.807080173	0.00012713	Yes
AT5G49950	-0.328259153	0.009313934	Yes
AT5G50170	-0.398384715	0.033412148	Yes
AT5G50450	0.777862378	0.000541554	Yes
AT5G51060	-1.932693877	0.000816808	Yes
AT5G51570	0.385392604	0.036860246	Yes
AT5G51670	0.571238223	0.005282188	Yes
AT5G51830	-0.520616459	0.001314199	Yes
AT5G52070	-0.669618014	0.010679095	Yes
AT5G52180	-0.354040774	0.040537421	Yes
AT5G52510	0.359920771	0.012097648	Yes
AT5G52560	-0.196118724	0.046183074	Yes
AT5G52640	-0.661104315	0.030235862	Yes
AT5G52840	0.314033957	0.044508212	Yes
AT5G53440	-0.233669986	0.011739252	Yes
AT5G53850	0.209753596	0.034881671	Yes
AT5G53902	2.618630782	0.009267535	Yes
AT5G53905	2.618487122	0.00951433	Yes
AT5G54070	2.959460002	0.004426118	Yes
AT5G54075	3.039270458	0.002405358	Yes
AT5G54670	-0.796221151	0.001452016	Yes
AT5G54780	-0.389414687	0.036298535	Yes
AT5G54930	0.434314877	0.035467526	Yes
AT5G54960	0.465415723	0.022204821	Yes
AT5G54980	0.422131765	0.041806426	Yes
AT5G55060	1.020158287	6.47E-28	Yes
AT5G55520	-0.790934931	0.005708654	Yes
AT5G55660	-0.496696884	0.030356041	Yes
AT5G55670	-0.583563754	0.003844338	Yes
AT5G55820	-0.692908198	0.034589399	Yes
AT5G56250	-0.276477807	0.009395672	Yes
AT5G56460	-0.532926366	0.018591806	Yes
AT5G56530	-0.688770447	0.011795328	Yes
AT5G56590	-0.332361747	0.032403526	Yes
AT5G57070	0.540056648	0.042544844	Yes
AT5G57110	0.346087403	0.015207136	Yes
AT5G57130	-0.652512956	0.028133172	Yes
AT5G57290	0.60962594	0.042607535	Yes
AT5G57480	-0.97351558	0.015484421	Yes
AT5G57710	0.481767091	0.010487138	Yes
AT5G58060	0.450320851	0.000547883	Yes
AT5G58070	0.480036419	1.78E-05	Yes
AT5G58430	0.790112425	0.024911592	Yes
AT5G58600	0.450170662	0.045647138	Yes
AT5G58650	0.931419305	0.000124889	Yes
AT5G58760	-0.596065243	0.001551627	Yes
AT5G58900	0.425864938	0.00386561	Yes
AT5G59000	0.644728302	0.01067162	Yes
AT5G59020	-0.594504631	0.013857576	Yes
AT5G59030	0.58827023	0.009184829	Yes
AT5G59070	0.937964771	0.000579825	Yes
AT5G59450	0.442544162	0.018970334	Yes
AT5G59550	1.451320465	0.001934049	Yes
AT5G59950	0.387563372	0.016949932	Yes
AT5G60040	-0.350844839	0.035453519	Yes
AT5G60150	-0.757559072	0.032913994	Yes
AT5G60250	0.838637999	0.018671122	Yes
AT5G60540	0.582067847	0.000464476	Yes
AT5G60620	0.198775255	0.030066574	Yes
AT5G60680	1.250380865	6.84E-11	Yes
AT5G60690	-0.376389769	0.0457965	Yes
AT5G60710	0.199449121	0.019630087	Yes
AT5G60840	0.539847315	0.011795328	Yes
AT5G60990	-0.278546823	0.045400976	Yes
AT5G61000	-0.459801351	0.016596794	Yes
AT5G61030	-0.931340297	0.001123756	Yes
AT5G61190	-0.43088568	0.000862551	Yes
AT5G61240	-0.329181042	3.58E-05	Yes
AT5G61380	0.485617162	0.001817286	Yes
AT5G61440	0.537414184	0.000693877	Yes
AT5G61480	-0.609792837	0.042709454	Yes
AT5G61600	1.15904412	0.017349275	Yes
AT5G62190	-0.298518431	0.007122997	Yes
AT5G62200	0.495649363	0.004667856	Yes
AT5G62350	0.392609154	0.037732731	Yes
AT5G62390	-0.334613649	0.006330305	Yes
AT5G62410	-0.562810988	0.014500026	Yes
AT5G62710	-0.636792139	0.003611622	Yes
AT5G62720	1.059203589	0.000302492	Yes
AT5G62770	0.574373935	0.049077892	Yes
AT5G62865	1.587335658	0.000433255	Yes
AT5G63130	1.311432122	0.007400298	Yes
AT5G63160	0.862857862	0.025512761	Yes
AT5G63510	0.404521801	0.024254853	Yes
AT5G63550	-0.410071374	0.031710675	Yes
AT5G63780	0.330862195	0.044044028	Yes
AT5G63850	-0.756041403	0.026547652	Yes
AT5G63905	0.782792018	0.009619741	Yes
AT5G63940	-0.419509099	0.000946213	Yes
AT5G63950	-0.471043802	0.046183074	Yes
AT5G63980	-0.329568763	0.046270129	Yes
AT5G64130	0.771523796	2.11E-06	Yes
AT5G64170	-0.264160348	0.017209591	Yes
AT5G64260	0.673758736	0.020173543	Yes
AT5G64310	1.113195242	0.006048343	Yes
AT5G64660	0.994594949	0.030692794	Yes
AT5G64860	0.528485397	1.49E-06	Yes
AT5G64910	-0.981179658	0.025010022	Yes
AT5G64920	0.324200854	0.027579484	Yes
AT5G65207	0.786493638	0.007122312	Yes
AT5G65495	0.619564178	0.03819832	Yes
AT5G65520	1.149730308	2.31E-05	Yes
AT5G65710	-0.330062277	0.015422404	Yes
AT5G66040	0.660725285	0.016091443	Yes
AT5G66052	0.588838174	0.013392871	Yes
AT5G66053	0.76472417	0.001152349	Yes
AT5G66055	0.352100125	0.027758762	Yes
AT5G66080	1.404717285	0.000936823	Yes
AT5G66200	1.103039476	0.000104995	Yes
AT5G66480	0.777937615	0.048821986	Yes
AT5G66590	0.601260191	0.019880707	Yes
AT5G66675	0.694505696	0.049805234	Yes
AT5G66880	0.327744541	0.00809109	Yes
AT5G67160	-0.569939143	0.014624177	Yes
AT5G67300	1.169050646	0.00043775	Yes
AT5G67360	0.524288707	0.001008986	Yes
AT5G67420	0.752020783	0.000104995	Yes
AT5G67488	0.641523208	0.000946213	Yes
AT5G67490	0.596102875	0.001133896	Yes
ATMG00100	-6.826011866	0.031788615	Yes
ATMG00520	1.03005408	0.020298637	Yes
ATMG00690	1.369190938	2.39E-10	Yes
ATMG01120	0.865877598	0.00696984	Yes
ATMG01130	1.179353867	9.62E-08	Yes
ATMG01200	1.984039214	0.012826914	Yes
ATMG01330	0.807283469	0.003888221	Yes
ATMG01350	0.375136565	0.041806426	Yes
ATMG01360	0.839351711	3.01E-27	Yes
