Entrez Arabidopsis ID,"""ROOT-SHOOT_logFC""",FL-GC_logFC,CAX22-COL00_logFC,CAX23-COL00_logFC,I:Tissue_SHOOT.Genotype_CAX22_logFC,I:Tissue_SHOOT.Cond_FL_logFC,I:Tissue_SHOOT.Genotype_CAX23_logFC,I:Cond_FL.Genotype_CAX22_logFC,I:Cond_FL.Genotype_CAX23_logFC
822487,-0.837959549,0.518164679,-0.08539207,1.141216211,0.544229153,-0.110723642,0.311971841,0.365218324,-0.49519587
822488,1.304178843,1.534494553,-0.20574309,-0.576801912,1.094439377,-0.258432132,1.595779938,-0.926306973,0.133289091
822490,0.397014256,1.736972697,-0.540096914,0.107698004,-0.128551922,-1.746335879,-0.209167637,-0.678438057,-1.172674774
822491,0.792820259,-0.568787871,-0.489158079,-0.239620099,0.149558838,-1.176405539,0.61874691,0.800970344,0.911574123
822492,1.871296762,-0.226530482,-0.221191139,-0.417273988,0.759440678,0.16703043,0.305174599,0.293554921,-0.060258893
822493,0.913834551,-0.034813635,0.137350009,-0.202154515,-0.053081111,-0.200446172,-0.249033375,0.111904031,0.222126604
822494,0.542030251,0.111699065,0.509347795,0.279270137,0.108994753,-0.100045188,-0.017956098,-0.309073036,-0.064787805
822495,3.497423298,0.165520948,0.174706337,0.26471514,-0.143927124,-0.216511856,-0.222100391,0.008882438,-0.545235556
822496,0.296480629,0.016712746,0.222694388,-0.109491464,0.083344092,-0.191114512,0.146698404,-0.037531421,0.19032198
822497,0.090302537,-0.010517687,0.083431623,0.091244292,-0.054276255,-0.024985138,-0.066727384,-0.055224422,-0.052841105
822499,0.095103724,-0.069015709,0.00924389,0.115503526,-0.038119786,-0.050500661,-0.11311748,0.084700668,-0.020985131
822500,0.020716181,0.04146922,0.038697519,-0.040871588,-0.086992741,-0.167345202,-0.205702204,0.11270872,0.146293668
822502,-0.572670883,-0.124140298,-0.104843496,0.136738761,0.02713087,0.016535584,-0.079692973,0.129659063,-0.106756612
822503,-0.474156185,-0.079256264,-0.102678732,0.055656166,0.070402471,-0.028816693,-0.064089071,0.099393797,-0.024009817
822504,0.397513889,-0.038711342,-0.005698932,0.078708286,0.109706734,0.015670231,-0.100718783,-0.023798391,-0.032867661
822505,0.157374485,0.050459783,0.026628727,0.035946333,0.144850974,-0.026640494,0.101259637,-0.06146994,-0.025016771
822506,1.527859353,0.83970047,-0.178173882,0.314381192,1.208013104,0.02895889,0.427962424,-0.373071251,-0.368446818
822507,1.019430416,0.295204839,-0.173635338,-0.236010964,-0.160492284,0.025486949,-0.01405916,0.111454073,-0.070055087
822508,-0.908683332,0.018593876,0.158999562,-0.033848175,-0.031644452,-0.080005442,0.06581299,-0.085413134,-0.003113816
822509,-2.298581242,-0.32780873,0.116639446,0.129730931,-0.433961842,-0.491499838,0.28162337,0.836604814,0.569239092
822516,-2.978879663,0.13602355,-0.616147369,-1.165953459,-0.106387052,-0.634486308,0.430815072,0.209160517,0.542264143
822517,1.09645073,0.056524621,-0.050758535,0.079365064,-0.281641726,0.188297824,-0.199126062,-0.063515443,-0.141211697
822519,0.100305245,-0.122878793,-0.079224729,0.184897427,0.053271486,0.161346894,-0.143792375,0.040915321,-0.201091289
822522,2.682937242,-0.194899654,0.113560685,-0.032783063,0.434920768,0.437744356,0.025983952,-0.011067864,-0.038500117
822523,-0.645854951,0.075017056,-0.060658146,-1.035470873,-0.03066801,0.915844364,0.625683205,-1.004844303,0.742305486
822524,-0.25362393,-0.027766095,-0.029569498,0.108041837,0.041281111,0.098628348,-0.188808759,-0.067005851,-0.134949285
822525,-1.833412708,0.353198489,-0.038324085,0.204088222,0.016010131,-0.333372874,-0.109008667,-0.029471677,-0.272564345
822527,-2.33169392,0.315602074,-0.164213049,-0.169059746,-0.081551118,-0.383829304,-0.268841173,-0.025013811,0.071033713
822528,-2.433195034,-0.88493394,-0.278060874,-0.597450082,-0.405902307,0.847092816,-0.554363269,0.483166312,1.488233998
822529,-2.030424181,0.150570277,0.629765246,0.263869084,-0.511665522,-0.131163674,-0.043661684,-0.212179147,0.038230019
822530,-0.890858703,-0.050216197,-0.114088736,0.061271834,-0.034608302,-0.009302618,-0.144799822,0.021753894,-0.059899406
822532,0.70042044,0.025141095,-0.116646956,-0.001427477,0.01359676,-0.209305238,-0.160117843,-0.000129993,-0.141374682
822534,0.154732158,0.011947508,0.08941701,-0.060101877,0.020064625,-0.089561792,0.115174095,0.096764111,0.143557733
822536,-1.514916792,-0.017060843,0.376893812,0.107435741,0.269246659,-0.804994224,0.349173329,0.404031978,0.687546818
822537,-0.40692669,-0.072126594,0.106430247,0.026022282,-0.049448412,-0.034089595,-0.00029053,0.020602294,0.097061446
822540,-0.72689564,-0.176395455,-1.150930874,-0.761009222,-0.034237091,-0.364611088,-0.307711011,0.186271511,0.114950924
822541,0.250147399,-0.243148195,-0.179280628,-0.083170818,-0.206841877,0.168004507,-0.263729544,0.032710272,0.102626851
822542,0.503137333,0.041538495,-0.922876053,-1.058343349,-0.396133744,0.093148616,-0.099984314,0.166707815,0.090043705
822543,-8.323859832,0.601659951,1.532348465,1.296320623,-1.939439878,-0.366149649,-1.313822606,0.218097428,-0.28988196
822546,1.337797712,-0.172765925,-0.126268689,0.191673752,-0.194819509,0.441244257,-0.335909718,-0.115548603,-0.155736485
822547,0.75047754,0.145602878,0.244523298,0.382105361,-0.01598339,-0.190060639,-0.538613323,-0.275093819,-0.315152028
822550,-3.82626594,-1.570633534,-1.403892808,-0.601862816,0.835745949,-0.066841868,-0.279826703,1.847333189,1.238413622
822551,0.33427527,0.736204278,-1.098057739,-0.877979217,1.581878339,0.249872941,1.764983622,-1.047925434,-1.013785189
822552,0.044580161,0.023427615,-0.043185526,-0.104694038,-0.133419205,0.110157755,0.106163673,0.042371235,0.045764541
822556,-0.373676852,0.080387978,0.153264925,0.013634966,-0.039688168,-0.21959255,0.051595615,0.000875226,0.039843789
822557,0.24957058,0.013347141,0.201025092,-0.00881603,-0.209069469,0.151897215,0.286285798,-0.086039677,-0.092987302
822559,2.84532794,-0.442873849,0.562352786,0.327176648,-0.670093667,0.196422438,0.109849849,0.761285918,-0.839855566
822561,0.168474281,-0.046029969,0.15875676,0.062240627,-0.163093035,0.188240331,0.125417552,-0.046928059,-0.024831619
822562,0.296566028,0.036752777,0.122619179,0.013862125,-0.160217952,-0.080947872,0.094625254,-0.096573897,-0.049644578
822563,1.447261771,-0.428980948,0.406095862,-0.589529365,-1.498072559,1.206455785,-0.00178666,-0.398414391,0.478066615
822566,0.117311125,-0.027218283,-0.001693357,0.025308191,0.082414103,-0.038510842,0.029412664,-0.010592003,-0.055197675
822567,-0.034511115,-0.046642722,-0.067128159,-0.008568804,-0.109850016,0.080516348,-0.076676708,0.00342133,-0.05109053
822569,0.198541085,-0.141901033,-0.095268544,0.092739667,0.156440831,0.047689553,0.047462793,0.205827699,-0.02075284
822570,-2.153705151,0.04151217,0.27194396,0.054233025,-0.255752009,-0.107989005,-0.02993465,0.003668486,-0.01416812
822572,2.200768455,-0.575730497,-2.069941284,-0.856697406,1.594676192,1.26789422,0.720005919,0.087687617,-0.607537619
822573,0.166133346,-0.022425752,0.00702769,0.116882601,0.017708907,0.054657849,0.092484986,0.01453188,-0.105770498
822578,-1.913809924,0.130823097,0.270908719,0.221616423,-0.242998763,-0.181556599,-0.069664377,0.026525296,-0.071460331
822579,-2.157916992,0.286617496,0.050375427,0.006836004,-0.220182987,-0.241769756,-0.162605155,-0.063042558,-0.030738194
822580,5.131126698,0.028737407,-0.212229891,-0.09233357,0.164496278,1.538616718,-0.785284619,-0.472524857,-0.350886589
822584,-0.066896877,-0.049259901,0.12004271,0.101228372,0.059344007,-0.082441735,0.071795484,0.072398288,0.019205462
822585,0.558216896,0.069986306,0.137804069,0.082108896,-0.16104461,0.159938617,0.046372422,-0.176835003,-0.025888885
822586,-2.369634156,-0.050178786,0.23512698,-0.007041076,-0.216667932,-0.020846174,0.153042845,0.017401686,-0.053601644
822587,4.735691722,-0.435278282,-0.004785819,-0.203221788,0.415241062,2.114681265,0.694421399,0.737884129,-0.053187325
822588,2.134452323,-0.021426813,-1.210611905,-0.612406768,0.59917334,-0.270409619,0.901765315,1.091980939,0.802146563
822589,0.88768574,-0.067775242,0.018535141,0.037195982,0.030679688,0.160302536,0.007984055,0.001564657,0.031752319
822590,-1.747489091,0.037814451,0.062950377,0.083038137,-0.047447686,-0.152289725,-0.149942948,-0.002656816,-0.044936625
822591,-0.303143256,-0.248555574,-0.039915605,0.18786976,-0.476940718,0.185542517,-0.562148632,0.333511412,0.049492154
822592,-0.587547636,-0.842979753,-0.184816897,-1.167927568,0.836653495,1.218744041,1.179487799,-1.159522373,-0.099396016
822593,-0.398553629,0.013752185,0.009035826,0.072191379,-0.022585888,-0.021344714,-0.030532701,-0.060925811,-0.141454424
822594,-0.486428402,-0.109189179,-0.146771706,0.15948675,-0.047540393,-0.002769702,-0.287936319,0.08220008,-0.171605742
822596,0.866922142,-0.485055564,-0.243907373,-0.158856222,-0.484618036,0.353069586,-0.07492532,0.293692839,0.01637429
822597,-0.254534133,0.095333832,0.132776863,0.038059846,0.129725107,-0.10071899,0.053770926,-0.153880075,-0.066378693
822598,1.468180011,0.02829822,-0.634232327,-0.435462214,0.066317413,0.665109652,1.143220769,-0.579756773,-0.450374591
822600,-0.300802593,0.039205354,0.129126101,0.098505297,-0.059344038,0.076454901,0.066451657,-0.01408956,-0.035154131
822601,-0.655306142,-0.010546449,0.001472024,0.153125433,0.018107146,0.020544972,-0.102129295,-0.058128211,-0.098872158
822602,5.645418618,-0.714470437,-0.375746905,0.156493518,0.099418522,0.427877743,-0.171219404,0.632225109,0.085064346
822604,7.006820759,-0.822296241,0.070090245,-0.014118594,-0.117431286,0.601789612,-0.153623385,0.685132085,0.273651709
822619,2.595943899,0.039102109,-0.030776134,-0.075655304,0.428991799,-0.533240187,0.234501559,-0.201250414,-0.176446052
822622,3.455928694,-0.179973703,-0.41138358,-1.251098252,-0.194547917,0.588877532,-0.251390081,0.929099446,1.503924141
822623,-2.799646856,-1.410269983,0.846255053,0.184741911,-1.537332912,1.486650501,0.366170856,0.618731006,0.978810618
822631,8.031038819,0.04422719,0.110220176,0.059871585,1.481614893,1.309910228,-0.137590935,-0.016851916,0.083535195
822634,5.198388354,-0.711537182,-0.641359782,-1.016563473,0.738539443,1.090072143,1.602860446,0.396088929,-0.513081406
822636,-2.375734902,-0.647056984,1.12547449,-0.350470878,-1.581504215,-0.052031804,-1.605350908,0.4614868,0.182556983
822645,-1.538161047,0.891285396,0.113867496,0.015662726,0.242450309,-0.713315719,0.128230802,-0.297560432,0.360103529
822646,1.679883704,0.404666113,0.317049963,0.07658974,0.325871531,-0.334251037,0.289923067,-0.256763834,0.139227095
822651,-0.953013626,-0.326674693,0,1.105700659,0.054196479,0.400713947,-0.769478162,0.088018174,-0.734206593
822663,-0.521783385,-0.147109353,-0.08337249,-0.009849678,-0.030317498,0.13507261,0.147197481,0.108296418,-0.044312855
822677,1.214273839,-0.144321692,-0.07259232,-0.056586772,-0.018553898,0.153584664,0.093873836,0.160277557,0.113390285
822678,-2.692220691,-1.446810392,-1.669465542,-0.098665479,0.772163341,0.561098372,-1.192811926,0.960737881,0.296385705
822684,7.305986127,-1.758165816,-0.523237177,0.258173439,0.632300198,1.538674886,0.140550786,1.747812067,-0.137934846
822697,-1.750905821,0.207557982,-0.148417979,0.196515784,-0.037904134,-0.444527054,-0.222100531,0.159898489,-0.184480927
822709,-0.021907382,-0.003516485,-0.001615475,0.156716626,0.025303648,0.115922779,-0.149836529,-0.054952458,-0.08771774
822714,1.016323055,-0.321194939,-0.025933751,-1.123840492,-0.054580167,-0.441775533,0.175574203,0.0301336,1.834702727
822726,5.985477053,-0.268738241,0.197872387,0.42554705,-0.075329991,0.595184302,0.741546299,0.345363282,-0.331658082
822730,-0.192672385,-0.092087599,-0.037631128,-0.012147377,-0.019799179,0.098530872,0.005153523,0.079683629,0.005058997
822735,-2.42413063,1.640782002,1.438015729,0.927405826,-0.199688305,-0.679984561,-0.728054738,-0.820950965,0.140595053
822736,7.706768359,-0.329567386,0.180681808,0.077109203,-0.122777446,1.850596098,0.451843048,0.212034199,0.196074928
822739,0.768140526,-0.001483684,0.094328972,0.098309924,0.021308391,0.058497983,-0.01614516,-0.03533622,-0.110151908
822740,-0.405431767,-0.167991669,-0.145654542,0.191416031,0.078838801,0.011348104,-0.101739752,0.143703931,-0.182444993
822758,-1.313749619,-0.547172173,-0.020343302,0.186028844,-0.062003793,0.138798327,0.163496612,0.475120369,0.019604426
822767,-2.20528523,-0.358260807,-0.693491798,-2.115297665,0.686353322,-0.114181286,1.802787998,0.292240677,0.824581529
822772,4.203114032,-0.666435615,-0.598556293,-1.198231234,0.806649125,-0.030186117,0.782227519,0.174263612,0.770174444
822807,-2.704078656,-1.069051556,5.075150366,-1.665205535,-2.541927056,1.021265678,0.405850967,0.481144501,1.042538912
822809,3.111330341,1.586235419,0.213753633,-0.527815993,-0.189046528,-0.689545681,-0.129655504,-1.335850246,0.090872826
822811,-3.208363463,1.387425741,1.041846375,1.755138947,1.022122991,-0.775406773,0.371796139,-1.612638359,-1.401309254
822832,-0.323592287,-0.175702087,-1.130387812,-0.892493068,1.450904983,-0.177297221,1.176465441,0.157300171,-0.505123646
822833,-0.859801988,-0.183541681,-0.287404607,-0.013984685,0.106833628,-0.114437693,-0.14300183,0.207157452,-0.055486312
822862,0.769888505,0.115012479,0.13303223,0.149070765,0.183305883,-0.038892857,0.091840502,0.034446323,0.005562257
822863,3.402450683,0.064785266,0.214115244,-0.173903622,-0.931236569,-0.106533107,0.020544292,-0.506659202,0.04703672
822865,-0.880292986,1.675327384,2.535435978,1.789675567,-1.946062511,-0.145837524,-2.077977499,-2.76531149,-1.54239651
822942,-7.272870312,-0.097548436,-0.267090942,1.764718997,-0.988362099,0.681150254,0.068003226,-0.426285366,-1.479649198
822943,-6.145648175,0.328624088,0.835579696,2.370325617,-1.496209799,0.441250705,-0.360264191,-1.18893626,-1.982517885
822955,8.899276617,-0.114360304,-0.102355614,0.2714622,1.818377671,1.663591042,-1.242657163,0.047662457,-0.531256114
822957,8.092529515,-0.370303446,-0.838500195,-0.046413713,1.433827145,1.732369779,-0.082874652,0.717868287,-0.450850605
823055,-1.314673879,0.034947947,-0.703218061,0.023821076,3.404823977,-0.322416278,-0.048260092,0.44599176,-0.012950048
823057,-1.509291728,0.072054121,-0.003047498,-0.018632249,0.026139021,-0.170389493,0.017035072,0.033576406,-0.035391878
823058,0.214056556,0.006897038,0.066442079,0.002382279,0.053558242,0.021892447,0.064278694,0.003627755,0.022585189
823067,2.524087251,-0.287868992,-0.213459773,0.523342678,0.412648376,0.783478353,-0.619778459,0.198898121,-0.356462004
823149,0.205844441,-0.077746546,-0.053209024,-0.016581713,0.065597753,0.048590153,0.066987374,0.099482843,0.048549143
823150,-0.399926311,0.004298544,0.031130727,0.011084866,-0.103190307,-0.04413366,-0.102790277,0.051347756,0.048970549
823151,0.257208203,-0.815579862,1.206708541,1.087694553,0.603530738,-0.061675956,-1.524680231,0.243725118,0.812149987
823170,-0.596015535,-0.096874166,-0.090431941,0.196114641,0.043262091,0.04624629,-0.122082804,0.054380376,-0.16409395
823180,-2.208510469,-2.348006996,-2.36861679,-0.87216834,-1.163511352,0.325142612,-0.139427431,2.147109438,0.895229968
823181,-2.350683899,-2.465762153,-4.69318461,-2.755409108,-1.026506237,1.162687166,1.281195741,2.54406584,0.859835518
823182,-1.665131944,-2.720386669,-1.520240087,-1.93362895,-1.258880508,2.293022004,-0.162233464,0.438071535,2.229030002
823187,-0.028430978,0.007479252,0.00648419,0.081849304,-0.007119956,-0.027109395,0.034817207,0.080815977,-0.067564968
823191,2.597222388,-0.186919942,-0.346046056,0.203729995,-0.008033042,0.550152719,-0.443392316,0.249002309,-0.448458314
823269,-3.186650794,-0.444485663,-0.698176296,0.742274072,-0.506715573,-0.1376379,-1.631281573,1.157196802,-0.728577734
823280,-0.385200996,-0.099610745,0.159882791,0.087695144,-0.0399208,0.08010313,0.034749563,0.049921111,-0.005950858
823281,0.514113727,-0.064093302,0.093332868,-0.034540017,-0.04688037,0.064658408,0.051478876,0.08362893,0.126457085
823286,0.699718646,0.121511581,0.182715025,0.152887798,0.208026005,-0.092346679,-0.003037407,-0.119470358,-0.120489651
823287,1.084904252,0.124296948,0.28462547,-0.120773594,0.172414412,-0.069067741,0.45879427,0.016328144,0.098906843
823305,2.095311957,-0.132765813,0.325833531,-0.328972171,-0.073543244,0.166680181,0.259290474,-0.246254319,0.460525582
823315,-2.056624889,0.492649251,-1.359623899,-1.185139248,1.095744818,-0.224821581,1.375830891,0.548341449,-0.9252801
823316,-0.221375108,-0.04310446,0.014880513,0.056358419,-0.06816094,0.060898164,0.002734131,0.01053423,-0.046257352
823322,0.659311546,-0.306585729,0.26433407,0.175298325,-0.051944771,0.518913237,-0.157367209,0.094582599,-0.096352297
823325,0.412310968,-0.127776899,-0.071122779,-0.252379428,-0.764994672,1.049403954,-0.575089102,-0.403858368,0.017511874
823326,1.275779034,-1.405886676,0.904805703,0.748861875,-1.214296931,1.115818554,-0.667314376,1.066070151,1.107955534
823331,0.808389994,-0.312051721,0.077127874,-0.339989262,-0.463634006,-0.257747721,-0.971176367,-0.108894937,0.428051059
823332,1.20018298,0.206357353,0.12750155,-0.052274583,0.457433404,-0.187425743,0.568352216,-0.197237868,0.015802332
823351,0.675700343,-0.085697706,0.050284726,0.05375637,0.069181065,0.024059176,0.040790461,0.070590928,-0.003503447
823352,2.498245504,-0.13877248,-1.340464793,-0.48381792,1.387588968,0.156138952,1.101286981,0.177952099,-0.940941892
823370,4.775100545,-0.171589068,-0.389244652,-0.152870332,-0.454068808,2.330377877,1.030577798,0.241015165,-0.52530852
823389,1.528395526,-0.370742973,-1.895235967,-0.496503219,1.766564142,1.17540095,0.865809493,0.805743845,-0.079105536
823392,2.163669544,0.360555566,-0.592944985,-0.33959129,0.946424473,-0.483815191,-0.083105558,-0.837859765,0.783560868
823393,5.49885022,0.778492495,0.140937838,-0.145901065,0.601455863,0.259905403,-0.356771304,-0.437174123,0.568687221
823396,0.797114013,0.03305092,0.078189233,-0.034413447,0.092640341,-0.028073275,0.057191535,0.048509177,0.141650872
823397,-0.357179815,-0.125141892,0.018808981,0.126370304,-0.063651557,0.056180733,-0.074196299,0.098071788,-0.025576809
823398,-0.233267541,-0.017025444,-0.099174422,0.052813325,0.108294139,-0.018413451,-0.022256113,0.032940067,-0.029202101
823399,0.30334961,-0.001701601,0.030450115,0.032362206,0.04321483,0.038963051,0.076028316,0.018355237,-0.032263794
823400,-4.347737864,1.491948774,-0.688486138,-0.793501611,-0.227567418,-2.27093043,0.075081431,0.186482057,-0.610823876
823401,-2.562194526,0.632349323,-0.043850072,0.590796596,-0.827014826,-0.303948234,-0.759916078,-0.894301954,-1.166566393
823402,-1.314617057,0.491815611,0.127457794,0.160346385,0.073394434,-1.081517372,-0.192210475,0.147912899,0.082759821
823405,-0.092419587,-0.084041394,-0.049426586,0.121313167,0.071488973,0.027369232,-0.054993542,0.06249176,-0.091244859
823419,3.058073615,-0.259014097,-2.635616755,-3.138149308,1.460994237,1.249133443,2.500547746,-0.537940746,-1.542919509
823420,3.55768784,-0.478422914,-3.901939658,-4.228582393,2.478414259,0.923104437,3.508111852,1.275678658,0.604338508
823423,1.39541882,0.153169399,-0.192932054,-0.060017902,0.021853339,-0.021287127,-0.04692852,-0.043823079,-0.098579419
823426,0.323623603,0.088769769,0.068293999,0.127018624,0.053384714,-0.064329354,-0.037227911,-0.053506391,-0.046505971
823438,-0.664728048,0.035006594,-0.041413774,-0.097188707,-0.018651974,-0.105336272,-0.129052475,0.011880811,0.030425035
823446,-1.641204771,-0.05160856,0.174115652,-0.009697149,-0.26395118,0.015347621,-0.007276091,0.052197572,0.084200452
823455,1.453360776,-0.064311073,0.34601856,0.075972331,-0.012612492,0.283650732,0.061450554,-0.037652173,0.199151584
823456,0.011961323,0.024807158,0.09392803,0.115295439,0.03746634,0.036339432,0.008687756,-0.067750061,-0.055011045
823457,0.135556815,0.001909958,0.033172052,0.051683616,-0.07367741,0.136492151,-0.04653019,-0.107187823,-0.090431342
823458,0.046054931,-0.010086682,0.072887198,0.051237924,0.12028314,-0.049801782,0.070536377,-0.014974896,-0.002541253
823469,0.027715577,-0.280852582,-0.195706485,0.082489461,0.386468237,-0.451396597,-0.205890409,0.389843325,-0.10375876
823478,0.408289655,-0.04134546,0.143526594,0.06412646,0.011460717,0.012153202,0.116912196,0.00114909,-0.046271793
823481,-2.189603597,0.321243458,-0.199856493,-0.328889038,-0.303382958,-0.035984541,-0.058193147,0.0200015,-0.117363809
823485,-0.156897498,-0.037099354,0.047578575,-0.001215571,0.018353342,0.02168366,0.071690978,0.020000275,0.027111198
823490,1.404263342,0.331069978,0.301106874,0.106168194,0.342903388,-0.226587611,0.314446354,-0.106181754,-0.121396748
823491,-0.289503284,-0.018636355,-0.093318385,0.125584612,0.069901814,0.233699294,-0.006919539,-0.03645901,-0.177525066
823492,-0.129176151,-0.060123029,-0.131726707,0.143723179,0.069627109,0.075160202,-0.235723767,0.009503371,-0.206387069
823497,0.831489825,-0.150404811,-0.024914271,-0.473818074,0.479249413,0.411540305,1.228064354,0.01170893,-0.476933932
823498,-1.179021887,-1.923076293,-0.718473777,-0.898222804,-0.148339588,0.279367685,0.468216668,1.299525174,0.443592315
823499,-0.221197705,0.996039979,-0.677221769,0.160958114,1.081388871,-0.911453325,-0.322616019,-0.939266577,0.261485194
823505,8.108137329,-0.565859866,0.064014169,0.387534651,0.306631131,1.180106349,0.639538561,0.54317493,-0.673286872
823508,0.006163374,0.156621601,0.297361562,0.036677861,0.000636036,-0.196475414,0.19081872,0.029040384,0.084305958
823509,3.276199368,-0.094434414,-0.428313504,0.268629865,0.827018177,-0.213291326,-0.027332483,0.477465111,-0.333632884
823513,2.520284724,-0.168268035,-0.153901925,0.176932805,0.017792577,0.53845135,0.084059848,0.117086802,-0.329863018
823514,0.746294186,0.140163983,-0.06227214,-0.345187493,-0.778688876,-0.518100267,-0.267243328,-0.071164495,-0.052405182
823515,0.048322256,0.016274254,-0.058959683,-0.005505676,0.138590583,-0.059547769,0.003699419,-0.026220611,-0.015781096
823518,-0.252861803,-0.081368131,-0.089829075,0.18674332,0.091391438,0.102862668,-0.090894043,-0.013026644,-0.182696546
823519,-3.279531402,0.058549613,0.446800119,0.207674209,-0.428671285,-0.195938507,-0.105812716,0.011844975,-0.075150509
823523,1.599646953,0.097869122,0.134862899,-0.027982854,0.294731175,0.029733552,0.280977548,-0.149652671,0.039997071
823524,1.796037541,-0.174059143,-0.704454712,-0.6256363,0.452368174,-0.421903643,-0.134308707,-0.159823934,0.29250047
823530,-0.149089967,-0.09990761,-0.094778222,-0.010605162,-0.017258656,0.060570846,0.044021053,0.028117997,0.005832962
823531,-0.425005997,-0.036963347,-0.049625528,0.204581917,-0.00453219,0.075796664,-0.09606198,-0.021218106,-0.204279791
823533,1.636883527,-0.048493828,0.404167126,-0.249884655,0.452056093,-0.161824619,0.489448433,-0.230716608,0.212356434
823536,0.478749481,-0.067793203,-0.034948079,0.00456106,0.115474289,0.09036094,0.021078748,0.000542772,0.000603673
823537,-0.738132021,0.084773181,0.048508789,0.029415968,0.094404297,-0.16214114,0.026677937,-0.016597116,-0.073642227
823540,0.64153703,0.302463384,-1.565550243,-2.004377336,0.072337196,0.212762059,0.365548218,-0.292136085,0.97428121
823541,0.418090314,-0.069556525,-0.321146824,-0.16025406,-0.132615907,0.040431966,-0.114943396,0.087154096,0.083474325
823542,0.644732744,-0.095362695,-0.066213898,0.053495028,0.033482056,0.056609119,-0.026456177,0.098001729,-0.070918227
823546,1.576322788,-0.035769049,0.059227151,-0.250965977,-0.145223944,0.427920557,-0.121945936,-0.070951119,0.270294754
823550,-3.119537146,0.51916207,-2.486035977,0.749663301,1.596470611,0.120605449,-0.795703684,-0.440090872,-1.036862042
823551,-1.28015783,-0.19521429,-0.910473911,-0.939506771,-0.177685946,0.032767325,0.015838983,0.13116057,0.154881432
823553,-0.029203679,-0.085800037,-0.056820674,0.132740853,0.277320558,-0.10005213,0.028258798,0.126160124,-0.095322821
823554,2.994859731,0.627241751,0.186781353,-0.30847589,-0.212437187,-0.68128678,-1.604290029,-0.642546866,0.508875889
823555,2.918259269,1.599961089,0.333736072,0.588121018,2.313434932,0.213157868,0.774269195,-1.780068472,-1.207656896
823556,-1.386251514,0.051325687,-0.158241944,0.175168754,0.08875324,-0.079719482,-0.1711301,-0.051430221,-0.155051064
823557,2.589378341,-0.030892079,-0.188713125,0.011745315,0.124658776,0.474461068,0.03881081,-0.041108821,-0.072310069
823558,0.275609576,-0.044635788,-0.026993201,0.125740801,0.154512393,0.018686839,0.007232544,0.045374003,-0.11537846
823559,0.026506964,-0.026978531,-0.074640581,0.033489601,0.026777096,0.04480106,-0.060536489,0.023349447,-0.052039065
823560,-4.649728393,1.087779294,-1.380926173,-1.614032553,-0.774706236,-0.223672574,-0.158253346,-0.286948768,0.887025069
823562,0.223475899,0.106108276,0.125220254,0.04816345,-0.048304113,-0.092436022,0.048499314,-0.066355049,-0.013611228
823563,-0.226452527,0.181441161,0.092547021,-0.156704179,-0.47367248,0.083817292,-0.10184158,-0.117329837,-0.006066689
823565,-0.049574841,-0.132853893,-0.171521801,-0.010359496,-0.506674301,0.26757459,-0.587398051,0.010889384,-0.013411454
823568,-0.714651398,0.036802193,0.07868657,-0.072423903,-0.102254294,-0.097835527,0.048284705,0.016885409,-0.000878972
823569,-0.8687737,-1.215927856,-2.72462052,-1.221201458,1.564821893,-0.217232844,0.446548658,1.364281372,1.400883684
823570,-2.503225655,-0.155460764,0.144796428,-0.110585143,-0.356021956,-0.121382213,-0.007721339,0.117840487,0.074668704
823571,-0.218248122,-1.051280943,0.524421949,0.69449429,-0.055879173,0.605911842,-0.709859878,0.775539862,-0.026355229
823573,-1.095596526,-0.019317095,0.050168392,-0.000629767,-0.212272341,-0.032560072,-0.037148606,0.064013722,0.148665284
823576,2.492291325,-0.166056548,-0.159506412,-0.017004812,-0.28169876,1.212610902,-0.039640497,-0.081432503,0.060984424
823578,0.415773306,-0.013353011,0.198536612,0.107652858,-0.009225224,0.069115828,-0.008656653,-0.080259576,0.040782222
823579,6.418340638,-0.02192207,-0.130002723,0.060318428,0.654907402,1.504334805,-0.501799771,-0.162243145,-0.128942226
823580,4.805476477,-0.241158275,-0.28815183,-0.22317346,0.163475337,0.954760121,-0.47693639,0.139967972,0.249164737
823582,0.309941977,-0.132629601,0.773722016,-0.053224339,0.252615704,0.594704393,1.32833973,-0.156979846,0.046718993
823583,-0.559141293,-1.082416131,0.006684097,-0.893881809,-0.713905722,0.786265244,1.433924265,1.161165654,0.940180148
823584,0.481733635,0.067818566,-0.047382459,-0.021350788,0.027768687,0.106292965,0.038457052,-0.075977118,-0.060121328
823585,0.149206896,0.069412285,0.065592984,0.006607518,0.055861752,-0.166032836,-0.003988086,-0.046962453,0.018525845
823587,-0.696776905,-0.002304465,0.011682267,-0.104549231,-0.360660888,0.061830944,-0.288017224,-0.025927529,0.112024509
823588,-1.620816149,0.115984842,0.026594749,0.078135556,0.040610116,-0.108578112,-0.002043483,-0.076229768,-0.135908891
823589,-2.6952462,-0.000471128,-0.165875748,-0.180819391,-0.238886945,-0.217105176,-0.104437608,0.159621179,0.190868738
823592,1.078991539,-0.394995042,-2.327334825,-0.640307822,1.646716777,-0.955143994,2.197911961,1.230326245,-0.390517901
823593,-1.214206488,0.04731439,0.13403794,0.089038417,-0.285412891,-0.03199558,-0.092379269,0.016302051,0.01701839
