Entrez Arabidopsis ID,"""ROOT-SHOOT_logFC""",FL-GC_logFC,CAX22-COL00_logFC,CAX23-COL00_logFC,I:Tissue_SHOOT.Genotype_CAX22_logFC,I:Tissue_SHOOT.Cond_FL_logFC,I:Tissue_SHOOT.Genotype_CAX23_logFC,I:Cond_FL.Genotype_CAX22_logFC,I:Cond_FL.Genotype_CAX23_logFC
839355,0.842456748,0.173489566,0.112427305,0.134196815,0.321086406,0.054518033,0.021719979,-0.386992256,-0.259184196
839356,-0.434275631,-0.080208359,-0.295010104,-0.249102138,-0.069686636,-0.204629934,0.116166122,0.246323667,0.07467358
839357,-0.48402559,-0.026411199,-0.053372566,0.098402164,0.038948116,-0.017102131,-0.00030094,0.063845451,-0.0681717
839358,1.10503121,0.053164955,0.129226834,-0.106939032,-0.28239829,0.041519161,-0.131212036,-0.119118693,0.164031525
839359,-1.046503806,-0.373288776,-0.166016783,-0.337623572,-1.207377341,0.098227779,-1.063727562,0.174723201,0.391396891
839360,2.93436163,0.073474308,-1.030669847,-0.009892467,0.208518915,-0.992859255,-0.07068352,0.792060498,0.099323662
839361,0.042773702,0.102681812,0.188151598,0.10498786,-0.013213076,-0.177771261,0.0271073,-0.047741622,0.011533733
839362,-0.513942896,0.019323881,-0.026225878,0.123298627,-0.114386175,-0.095945967,0.020930047,0.027499767,-0.129586233
839363,0.008798844,-0.044965508,0.175503107,0.093454867,-0.092296205,0.0556805,0.05210692,-0.005769373,0.011291726
839364,-0.239406214,0.068262488,0.094990811,0.145670349,-0.061790861,-0.103755392,-0.072478576,-0.042828756,-0.050509783
839365,0.915582732,0.022197311,0.063608412,0.148946578,0.249622309,0.288105991,0.182354488,0.106508438,-0.140987591
839366,0.095625821,0.12640852,0.251128556,0.178063333,-0.211094158,0.101056992,-0.00026357,-0.085610864,-0.006553988
839367,0.396937271,0.0281056,0.093269848,0.150383371,-0.042913459,0.152298219,0.130868055,-0.118632731,-0.115168055
839368,-0.614196104,0.021129067,0.039188718,0.083181006,-0.007807018,-0.054725464,-0.06846493,-0.004115687,0.009077732
839369,3.829681969,-0.361103896,-0.361531411,-0.083811034,0.647893806,0.579602948,-0.1316955,0.259272645,-0.015323472
839370,-0.095046906,-0.040576655,0.008045641,0.041764236,0.01716327,-0.01496506,0.073998964,0.114855091,0.048300515
839371,0.159975165,0.063977116,0.029341946,0.008279913,0.026742546,-0.030393255,0.050594061,-0.056316578,0.005477349
839372,-4.144741314,-0.579888219,1.853702077,1.217227116,-2.154136712,-0.60966137,-2.455814444,-0.707132827,-0.245235536
839373,0.100940696,-0.062975682,-0.042218471,0.051428014,0.016108609,-0.060580221,-0.041520008,0.098375307,-0.053816143
839374,-1.263243443,0.174474763,0.145541318,0.11022585,0.028813209,0.034085102,0.126046764,-0.200476472,-0.21682119
839375,-0.121969684,-0.05279307,-0.221457979,-0.122433739,-0.05279866,0.010885552,-0.193037619,0.070573618,0.023139526
839376,2.029151583,0.10671007,-0.009336411,0.001230087,-0.010531263,0.094927287,-0.064232928,-0.152277841,0.018450005
839377,0.460659357,0.299826348,0.202795475,-0.051206342,0.128263827,-0.12325607,0.356067362,-0.292557001,-0.028419505
839378,-0.216830415,-0.052795618,-0.160046137,-0.047146333,-0.127182723,0.039727842,-0.273613349,0.029515773,-0.08401336
839380,0.106239003,-0.04879079,0.067675113,0.119649377,0.006413147,0.078457257,0.104321885,0.036735239,-0.065016694
839381,-0.843018823,-0.003931303,-0.002047203,0.019296473,-0.123122101,-0.114908773,-0.080649995,0.032459447,0.044614332
839382,-1.26676933,-0.196123718,-1.341833089,-0.608802351,1.364988648,0.337610815,0.667911056,0.137370837,-0.052415288
839383,-0.452051771,2.310506042,-0.420923755,0.714945527,0.568868307,-2.456718157,-0.605860633,-1.14812709,-0.279991888
839384,-0.459358702,-0.198504853,-0.277455593,0.24636551,-0.045062002,0.305496015,-0.349936763,0.086842151,-0.233540253
839385,-3.084695092,-0.3475884,0.246717696,-0.644658372,0.048868273,0.223116973,1.004309459,0.660436644,0.641985007
839386,0.53394579,0.027077875,0.034934669,-0.014100562,0.299367187,-0.191395087,0.147030306,-0.034084473,-0.053402932
839388,1.557255727,0.200932636,0.059747046,-0.30592782,0.013332912,-0.450829926,1.130273846,0.113925676,0.267732741
839389,3.338018662,-0.12793533,-0.232327524,-0.066014993,-0.237849739,0.575231663,-0.783166475,0.083550445,-0.175031891
839390,1.329645389,-0.575762857,-2.0430607,-0.907565245,1.192233737,0.757930829,-0.726427332,1.086169317,1.256664155
839391,-2.453191804,2.959917104,2.149872181,1.627555235,-2.195394855,-1.109220542,-3.244849016,-1.28988032,-0.825346064
839392,0.95244568,-0.143313932,0.027080701,0.256137501,-0.350533105,0.86795503,-0.528114118,-0.38451399,-0.339790436
839393,0.74322878,0.109587669,-0.014734185,0.036846436,0.1399942,0.051779239,-0.046923497,-0.136658852,-0.079968055
839394,3.193630468,0.135878772,0.173328044,0.036018144,-0.003958163,0.523775433,0.189947941,-0.334155903,-0.086384045
839395,-0.282363312,-0.092660682,-0.202756138,-0.052496486,-0.043031569,0.182129017,-0.107487417,-0.003724045,-0.112292713
839396,5.457311146,-0.051565117,0.051993273,0.0143517,0.108646943,0.493874529,0.019560766,0.08080634,0.073354173
839397,-0.176416407,0.077778783,0.118818127,0.167135504,0.002425308,-0.071213025,-0.001731469,-0.064016636,-0.087836362
839398,1.129000033,0.023017131,0.089332815,-0.042935658,-0.039591197,0.036674249,0.250978254,0.029406855,0.155096076
839399,0.183563649,-0.077789904,-0.154973762,-0.049669605,0.01050014,0.070046963,-0.057785085,0.039785752,-0.001101636
839400,2.79261085,0.077910823,0.161991369,-0.032893564,0.366985994,0.423725161,-0.002105583,-0.128508052,0.17484918
839401,0.243307785,-0.039708418,-0.119901088,-0.114515526,0.028779629,0.028189511,0.002457095,0.054537704,0.031624446
839402,0.687761505,-0.042543331,-0.138840502,-0.286110085,0.372210821,-0.146145136,0.354356362,0.02033089,0.084072592
839403,-0.283977879,-1.717080418,1.71436848,1.457272404,-1.890576594,0.472475548,-1.236419794,1.669342709,1.630898721
839404,0.126533343,-0.067638804,0.04874005,-0.007188151,-0.068736904,-0.017685679,-0.078468689,0.06756821,0.114438791
839405,-0.329033355,-0.137639311,-0.123231427,0.399135918,0.138921448,0.14620317,-0.291151637,0.047834277,-0.313317658
839406,-0.610865928,-0.298457263,-0.684214553,0.127816086,0.78872713,0.759633437,1.487940201,1.398881354,-0.009374788
839407,-0.600911265,-0.146112498,-0.119477381,0.530755028,-0.034930447,0.191342287,-0.491351737,0.066209513,-0.367019266
839408,2.230617737,1.796667737,0.660970111,0.622477711,1.09739765,-1.135992008,-0.508393133,-2.160520548,-0.289998244
839409,0.254154269,0.020387401,-0.062204305,0.012976454,0.043694014,0.042908333,-0.062400338,-0.032406617,-0.04327583
839410,-0.238797749,-0.081427058,-0.205775608,0.117041233,-0.082537266,0.19393979,-0.346319567,-0.020058219,-0.223141283
839411,0.328339393,1.188439343,-0.892467817,0.292318947,1.458708788,-0.685565871,0.004044508,-0.496826744,-0.065231645
839412,-0.027417989,-0.057575927,0.119057608,0.052013513,-0.077615992,0.056360546,-0.017260537,0.073167933,0.103741109
839413,1.292599881,0.142884588,0.304056751,0.083510401,0.004083248,0.190149826,-0.058186853,-0.263546817,0.004625748
839414,-0.227560635,-0.035304303,0.015146645,0.100356325,-0.075673734,0.02994726,-0.080214395,0.025713576,-0.090551048
839415,1.966171885,0.166767806,-0.768888481,-0.120116995,0.515218786,-0.188472816,-0.21554433,0.03761664,0.16212996
839416,0.279229687,-0.872313657,-0.553922458,0.523771873,-0.797407426,1.543077579,0.493143233,0.684603458,-0.582308782
839417,0.528978108,0.077885741,0.117464173,0.046475036,0.015467001,-0.073821187,0.007653832,-0.036138889,0.036333849
839418,-0.189433326,0.384445373,0.112829368,0.087256706,-0.266130942,-0.023093915,-0.099150538,-0.373204722,-0.103931619
839419,-0.123177619,-0.029740152,-0.056303857,0.050654151,0.076317903,-0.045390012,-0.042469589,0.02421106,-0.059338821
839420,-0.356604139,0.042450722,0.026294732,0.097635806,0.061102128,-0.097733603,-0.052511698,0.032456931,-0.056349524
839421,-1.282342278,0.28838632,-1.13694436,-1.280312966,0.930465898,-0.72920268,0.394429757,0.162492079,0.752223533
839422,-1.08439441,1.412236042,0.259692841,0.851343295,-0.95407279,0.291021348,-0.635718944,-0.881329616,-0.890700111
839423,-0.845309749,-0.192503609,-0.022351031,0.134393192,-0.241415499,0.114870167,-0.253931819,0.105684856,-0.058317631
839424,0.547775931,0.130825746,-0.044622391,-0.150727252,-0.103739793,-0.017665133,-0.04445643,-0.037528235,0.086166628
839425,1.669755857,-0.102440585,0.284608498,0.209464332,1.226182044,-0.144885852,0.656963641,-0.14644701,-0.246792958
839427,0.555503737,-0.895200925,-0.632751939,-0.627741349,-0.18858466,0.634416399,0.804546218,1.002267447,0.55715063
839428,4.288957257,-0.105987239,-0.49859151,0.154570807,-1.168507532,0.312925705,-1.200784052,0.220590633,-0.238620968
839429,-0.503149901,-0.126602094,-0.136823046,0.219175709,-0.028939558,0.124502272,-0.278683088,0.07127618,-0.181132011
839430,-1.099251208,-0.169817661,-0.149964135,-0.090505969,-0.182123041,0.057698715,-0.406309132,0.025542897,-0.029256774
839431,0.934734643,0.119360559,0.181827783,0.039587472,0.271860618,0.027848578,0.077752766,-0.152784325,-0.038935713
839432,-0.304601728,0.090934639,0.127950594,0.035540573,0.050511389,-0.047501921,0.047074558,-0.151097168,-0.029119097
839433,-1.461745272,0.008363968,-0.023903941,0.006215864,-0.024478649,-0.119055022,-0.008117905,0.050352408,-0.034010061
839434,-0.571520311,0.074760991,-0.091738851,-0.116325173,0.085424803,-0.17484581,0.004334408,0.007354355,0.130250516
839435,-1.135771928,1.60253687,0.084358777,0.056044482,0.81684916,-1.014740642,0.153906986,-0.977875292,0.058111626
839436,-2.586297221,0.118256776,0.133207999,0.136134804,-0.199813148,-0.26407414,-0.129550706,0.077451616,-0.057146158
839437,1.681042216,0.082553241,-0.154790618,0.274118602,0.221077988,0.134727697,-0.042529157,-0.016826475,-0.204345864
839438,-2.120909218,0.863352017,-0.309986316,-0.833396827,0.523888129,-0.94181718,0.355668382,-0.291728864,-0.937964401
839439,0.148210572,-0.034273697,-0.056674828,-0.018223814,-0.141217079,-0.04431179,-0.140844607,0.039230091,0.047716735
839440,-1.094993108,-0.012244646,-0.034981123,0.133264574,-0.173869761,0.021528766,-0.155438727,-0.021913083,-0.162009707
839441,-0.159647897,-0.013207042,0.039055064,0.050017903,-0.001282869,-0.018298285,-0.001323008,0.02528004,0.011122927
839442,0.622473852,0.052583576,0.020987636,-0.026490557,0.116955332,0.001907061,0.148233426,-0.05816142,-0.017713581
839443,3.101878401,0.044912219,0.040910203,-0.078939801,-0.187588562,0.372621856,0.231240607,-0.293114217,0.300675051
839444,2.661946819,0.266850769,-0.41832091,-0.27048758,0.724907774,0.267847727,0.244129569,-0.331660342,0.042412976
839445,0.027566207,0.092729728,0.148737717,0.05188026,-0.057289355,-0.014489241,0.104789484,-0.081106817,-0.072884468
839446,-0.113130439,0.150878807,-0.002902996,-0.079739084,-0.078830588,-0.13108349,-0.082817307,-0.043431689,0.049054229
839447,-0.214774872,0.00836773,0.025002574,0.151142903,-0.191625783,-0.059401049,-0.126953876,-0.025443446,-0.156818564
839448,1.830223544,0.043192982,0.143393597,-0.214790862,0.153839256,-0.127079531,0.092587589,0.214571374,0.607871702
839449,-4.382626307,0.153564082,0.250929807,0.245827922,-0.717605421,-0.254322877,-0.498826859,0.290882599,-0.068359821
839450,-0.281278541,-0.025996773,-0.119907146,0.040150769,0.151637745,-0.106699407,-0.05395791,0.044807047,-0.097505846
839451,-1.36309351,0.214784952,-0.262545811,-2.593778504,0.163595013,-0.436639686,2.227350244,-1.176496201,0.192987548
839452,-0.039680885,-0.010209718,-0.093130236,0.016578552,-0.118341835,0.115856078,-0.266196377,-0.002352302,-0.045753641
839453,1.518262846,0.230408463,0.238999376,0.111831188,0.240107797,-0.039472986,-0.050950868,-0.236594704,-0.070383597
839454,-0.690994791,-0.085723947,-3.034180817,-1.85176599,1.746213069,-0.925889698,1.142723813,1.308106182,1.174013805
839455,-0.075737592,0.08371534,0.307661234,0.122414127,-0.292594842,-0.157746105,0.052922369,-0.155491075,-0.08119775
839457,0.860046616,0.268139871,0.305584988,0.174439799,0.059007559,-0.241780698,0.085286665,-0.34113375,-0.124024984
839458,0.328215781,0.127388698,0.370635256,0.208443983,-0.00816031,-0.031301845,0.341203351,-0.186159495,-0.189149037
839459,-1.441887514,-0.321361178,-1.861476092,-2.166244631,1.676808923,-2.411740533,1.084856612,0.783673883,2.589903258
839460,0.794252646,0.248113844,0.287239359,0.290512071,0.023364634,-0.056544776,-0.017793484,-0.302599574,-0.203086311
839461,2.056721529,0.077489006,-0.101653527,0.077685865,0.020360708,0.175393966,0.017865023,0.049360838,-0.259510517
839462,-2.139474582,0.069273891,0.113355266,0.018273233,0.072234908,-0.15178858,0.112150218,-0.06976627,-0.18005753
839463,-2.297023777,-0.000667078,0.188111777,-0.008383905,-0.191976155,-0.008466669,-0.027359471,-0.015123717,-0.001640667
839464,1.488205963,-0.036702597,0.117032709,0.162432743,0.118104424,0.334107382,0.265065167,0.114929653,-0.061147161
839465,-0.028719954,-0.068475657,-0.138076581,-0.138480311,-0.02559847,0.091847485,-0.116019222,0.034474872,0.091257712
839466,1.192406671,0.049976011,0.21093431,-0.24894949,0.181781649,0.035156188,0.378590918,-0.267893258,0.176165821
839467,0.489966118,0.05405356,0.051451359,0.029863258,0.211168035,-0.019863444,0.157568425,-0.048962207,0.012716417
839468,1.005629552,0.109459455,0.169987193,0.215093517,0.104821588,-0.001085688,0.085646151,-0.096871304,-0.130393869
839469,-1.07838983,0.534160028,-1.020900018,-1.029441857,-0.122698336,-0.531987473,-0.604102499,-0.280751814,1.005672826
839470,0.181165363,-2.445789063,-3.281078629,-2.552725599,1.716284101,0.066165648,0.53191751,2.013690742,2.273450683
839471,-0.118971922,-0.16202271,-0.128349099,0.040902726,-0.029763158,0.144438373,0.053019784,0.197635144,-0.017178337
839472,-2.299905338,-0.098614828,0.262125599,0.165160628,0.002215977,-0.182594013,-0.123633724,0.105771157,0.033278877
839473,-0.034368107,0.078583229,0.094323947,-0.003281297,-0.103774857,-0.045286138,0.03038596,-0.073761462,-0.044381815
839474,4.308279767,-0.34520241,0.010411273,0.229532413,0.025988396,-0.290249199,-0.65234734,0.301289052,-0.237506124
839475,0.451831338,-0.051771476,0.059884513,-0.021039621,-0.083103458,-0.008601997,-0.077836361,0.101000375,0.075537553
839476,2.017538306,0.716089051,0.476257414,0.266288686,-0.435495952,0.206883738,-0.132733156,-0.808259266,-0.319505192
839478,0.13609045,0.141276608,0.292243469,0.084545012,0.087564087,-0.03620172,0.064269624,-0.355066936,-0.290656911
839479,-4.999368711,0.558656312,1.062659534,0.745017523,0.313689716,-0.213799919,0.179008212,-1.023299161,-0.128892291
839480,2.249215858,-0.013709756,0.264373915,0.063918753,-0.280877159,0.318600701,-0.027742576,0.003945254,0.142240046
839481,0.275053968,0.149439942,0.138898072,-0.054733722,0.129651636,-0.101006706,0.172824744,-0.109570385,-0.039564976
839483,-0.127893488,0.653715527,0.311350502,0.257283253,0.423988069,0.110784891,0.69472739,-0.680273046,0.045342789
839484,0.386307403,0.021208794,0.079372362,0.001229475,-0.035646738,0.054154471,0.048779061,-0.092309219,0.032126581
839485,3.730536877,-0.374017654,-0.639874864,0.285244166,0.938830193,-0.093382102,0.048472033,0.214484195,-0.447478278
839486,1.828605216,-0.102997397,0.138969503,0.276842452,-0.522167822,0.255329951,-0.372519512,0.188028955,-0.220485649
839487,-0.654445244,0.106180059,-0.427595197,0.401771722,0.318008905,0.08345978,-0.588095402,-0.355063599,-1.144290615
839488,2.197289602,-0.389839854,-0.502209804,0.228876416,1.113645924,-0.097289095,0.057772278,0.866068436,-0.213656782
839489,-1.756157293,0.044598586,0.07672247,0.049091096,-0.050056523,-0.008752419,-0.007987145,-0.059186087,-0.101214945
839490,-0.313810111,-0.025994285,-0.061247079,-0.273276478,-0.117080492,-0.099779416,0.095564386,0.193627724,0.20279676
839491,1.619246838,1.149579984,-1.203749196,-1.296757772,1.701225951,-0.205094091,1.157412858,-0.952772707,0.366664925
839492,-0.709662737,-0.173385376,-0.591438088,-0.608211747,-0.209559547,0.153592853,0.179451764,0.536157023,0.346627135
839493,3.690409325,0.036587469,-0.220546033,-0.42887596,-0.16874723,0.705575803,-0.680509743,-0.031349634,0.312307928
839494,0.183855911,0.074621211,0.06757079,-0.217321505,0.106390007,-0.151871061,0.231562965,-0.101062992,0.244545412
839495,-0.107674537,-0.025388804,0.137394316,-0.120436059,-0.126388036,0.112195103,0.128936633,-0.123890721,0.104860975
839496,0.433468183,0.06648844,0.068943564,0.142466339,0.206556453,-0.011454586,0.008794877,-0.030467636,-0.071238253
839497,1.037229247,-0.257838835,-0.121178554,0.009141135,0.074136802,0.388282728,0.278274035,0.203076839,-0.051948581
839498,1.492579644,-0.123322031,0.109000936,-0.036275425,-0.059493995,-0.416363222,0.239076984,0.149393029,0.1399468
839499,-0.232227456,0.065630835,-0.220545112,-0.148442888,0.155575953,-0.194090344,0.011152262,0.015356101,0.101060299
839500,-1.088721193,-0.095688761,0.019265094,0.053843076,-0.375621374,0.150129477,-0.013509244,0.031886345,-0.037438707
839501,-0.489153129,-0.176158238,-0.174286259,0.405277761,-0.020078239,0.226391856,-0.450880771,0.054103903,-0.317047871
839502,0.642759997,-0.118898068,-0.031273134,0.018757698,-0.003120875,0.234564421,0.078865572,0.060935727,0.029043989
839503,0.036029308,0.038990865,-0.022294313,-0.007222456,0.104144191,-0.042107989,0.038168506,-0.022611134,0.002601273
839504,-0.673644111,-0.25848893,-0.091171706,-0.09596151,-0.120125183,0.17084497,-0.073250919,0.294562812,0.061075154
839505,-0.183725982,0.149758331,0.989901343,-0.539492682,-0.485294006,1.187917707,-0.409880433,-0.147830999,1.249211019
839506,-0.269156521,-0.03782153,0.020805461,0.07179684,-0.020506803,-0.111000138,-0.017175146,-0.028502444,-0.031606306
839507,-0.288762844,-0.015833562,-0.020256643,0.033033484,-0.010590556,-0.012814483,0.018019735,0.055867096,0.008700031
839508,1.210910758,-0.089815363,-0.573368543,-0.372183324,-0.502654234,0.307547378,-0.742119125,-0.215884435,0.106549745
839509,1.669152224,0.33367596,-0.596615049,-0.449122004,0.790638872,-0.699432526,0.562763821,-0.319985059,-0.055605457
839510,-3.405448228,-1.041955007,0.115930071,-0.484455989,0.289585433,-0.01510407,0.862853062,1.205708753,1.085713022
839511,-0.342445044,0.007790524,-0.067629971,0.076367275,0.015816034,0.054287352,-0.140943256,-0.02795796,-0.120445587
839512,-3.764374923,0.500964552,0.936292928,0.886677503,-1.131690439,-0.095803084,-3.036330478,-0.002543546,1.33715949
839515,-2.112424523,0.968836996,-0.006302283,-0.055940917,0.247812908,-0.552117852,0.117821545,-0.817209033,-0.062249709
839517,1.834525518,0.111980245,0.063184266,0.020211471,0.349883925,0.033534382,0.253808582,-0.114472435,-0.047499549
839519,-0.106682952,-0.030359814,-0.042345832,-0.027125312,-0.12530414,0.127132839,-0.063137904,-0.033473191,0.048626104
839520,-0.309817964,-0.037897939,-0.081051384,0.069345938,-0.005393249,-0.041843629,-0.08976852,0.05168328,-0.06848588
839521,0.576140688,0.118093244,0.088916995,-0.003058266,0.125999681,-0.144760044,-0.049668247,-0.133838794,-0.019059125
839522,-0.672881533,-0.09094474,-0.106743049,0.122834739,-0.079034261,-0.056272847,-0.143179428,0.141613669,-0.090732859
839523,-2.115017868,0.720141261,-0.762778144,-0.762641673,0.368119499,-0.055257963,-0.018336911,-1.269309718,0.235372843
839524,-3.268205347,0.056694159,0.186667753,0.097431089,-0.321246923,-0.106852966,-0.156664931,0.078571954,-0.072778876
839525,-1.663230392,0.14990916,0.010122366,0.511308506,0.169947839,0.137287751,-0.219202245,-0.233450902,-0.623229039
839526,0.120800717,-0.011873982,-0.019692343,0.021458563,-0.046134535,0.134798481,0.069494106,-0.063866764,-0.163999454
839527,-0.665522263,-0.176903723,-0.131421688,0.425073153,0.025474732,0.136133708,-0.385564492,0.102727379,-0.275806517
839528,-0.133158637,0.329090613,-0.175897777,-0.715570751,-0.180758989,-0.14990814,-0.227234287,-0.202030204,0.01818533
839529,-1.069919315,-0.031823299,-0.074057283,0.041514272,0.059407516,-0.112687583,-0.029480824,0.0824618,-0.012492577
839530,0.050955493,-0.027548828,0.136526209,0.093497585,-0.060583281,-0.007907682,0.070966342,0.103035546,0.06801566
839531,-2.146033519,0.089291214,0.11118611,0.096082698,-0.089455723,-0.233688767,-0.057481106,0.065769094,-0.026569828
839532,0.57187013,0.094397695,0.344060351,0.267683189,-0.25270808,-0.016104042,-0.560134562,-0.135013247,-0.060675065
839533,-1.062050485,-0.119665344,-0.119294325,-0.010210979,-0.132759113,0.025854505,-0.167528853,0.094602054,0.031555995
839534,2.996002561,0.118306449,0.112036204,-0.025961522,0.251840625,0.115306302,0.112953294,0.036602143,-0.006059794
839535,2.773911898,0.601863331,0.498927599,-0.416522659,0.48689347,0.726022781,0.593111717,-0.65008036,0.529239952
839536,-0.68627764,-0.088317173,-0.129619429,0.076167041,-0.074244273,0.000710959,-0.094071542,0.096099487,-0.070368204
839538,-0.549709902,-0.098946998,-0.046533511,0.063059308,0.07503271,-0.011330621,-0.037544802,0.038337246,-0.019435461
839539,0.60258344,2.116781503,-0.765371496,-0.594840219,1.319821241,-1.867628144,0.52976476,-1.239816766,0.068304531
839540,2.06124291,-0.084553008,-0.206859883,0.003658653,-0.070968995,0.338644716,-0.22184712,-0.00091636,-0.090665021
839541,-0.963904487,-0.367935981,-2.240459944,-2.088612994,2.034310759,0.569249125,1.909111687,-0.126029162,-0.126263151
839542,-3.028837171,-0.557472867,-0.049423298,0.166237496,-0.310230767,0.389720225,0.023318753,0.528959041,-0.227277523
839543,0.261930734,0.064453041,0.075481472,-0.10574026,-0.17177633,-0.03054395,0.051264809,0.050680902,0.021392788
839544,-2.509553305,-0.108084744,-0.789397083,-0.722822482,-0.028263329,-0.211001374,-0.091325451,0.191700701,0.333306001
839545,0.262432506,-0.100300754,0.042463399,0.067372263,0.112266251,-0.009113474,0.077263213,0.110718151,-0.008942925
839546,0.091077252,0.113968876,0.026341407,0.084067504,0.0107788,-0.079902705,-0.064750263,-0.090781609,-0.103407488
839547,0.533061035,0.00784322,0.016042698,0.061597544,0.036071334,0.062673441,0.069078225,-0.035691114,-0.089225862
839548,3.940331404,0.532869889,0.119767856,-0.549285698,0.824367572,-0.318774074,0.781616292,-0.433489515,0.84858753
839549,-0.65845631,0.426584639,-0.06623872,-0.279544921,0.040770306,-0.495250955,0.064252217,-0.009625768,0.206740115
839550,1.037423573,0.302517281,-0.005236518,-0.02770556,0.126043003,-0.304975681,-0.002362452,-0.077343242,0.176675732
839551,-0.180003532,-0.0628958,0.020055387,0.097192023,-0.003746237,-0.012362438,-0.110171927,0.072559715,-0.012791493
839552,-0.252283775,-0.094399504,-0.113322527,0.0206626,0.255979064,-0.07201101,0.148434276,0.075921073,-0.06206747
839553,1.098360914,-0.066544922,-0.078342273,-0.118803342,0.234657783,0.264793887,0.205532227,-0.174601656,0.202126369
839554,-0.204592709,-0.055493881,-0.067297945,-0.048845011,-0.102780656,-0.005866198,0.062905049,-0.036255239,-0.168852319
839555,0.227671852,-0.025403776,-0.035700771,0.049669813,-0.123305889,0.213031738,-0.117960624,0.010408385,-0.003826478
839556,2.764046516,-0.466245536,-0.090545887,0.042678163,0.495414388,0.277448823,0.046573317,0.37155496,-0.027993274
839557,0.403213542,0.117616939,0.187612664,0.058949305,-0.11959355,-0.088732953,-0.01019659,-0.079832163,0.05663882
839558,-0.857766213,0.258731216,-0.14213691,-0.137956158,-0.919696156,-0.37266779,-0.561078643,-0.11385009,0.200876704
839559,0.690144163,-0.102589567,0.031605499,0.05829089,0.012807791,-0.181306706,-0.100333157,0.190137674,-0.074733035
839560,1.409910683,0.087113934,0.119473157,-0.014607272,0.023114702,-0.207928631,-0.02775334,-0.069758987,0.070529695
839561,0.113109751,0.07331273,-0.113003385,-0.129861383,-0.034374605,-0.002011331,-0.125049001,-0.099604041,-0.040807457
839562,-0.086640512,0.036646773,0.054926723,-0.032840977,0.034049242,-0.123466554,0.022635093,-0.113851148,0.053691528
839563,-0.873544217,0.616638271,-0.180735966,0.015753916,0.476369589,-0.780248532,-0.1581664,-0.542435041,-0.076734681
839564,-0.444281709,-0.094632146,-0.067976506,0.382027017,0.050852722,0.150418196,-0.248601742,-0.007362838,-0.272606737
839565,0.352187478,-0.099504934,-0.264232827,-0.414344994,-0.023145596,0.126600915,-0.014449253,0.133609923,0.272497803
839566,-1.94685902,0.071709239,0.109701138,0.053054006,-0.114930989,-0.197102599,-0.093879954,0.046390051,-0.00902436
839567,-0.259991946,-0.06645621,-0.122824846,-0.029649435,-0.164547758,0.054962011,-0.011174763,0.103504915,0.005889972
839568,0.419649284,0.017821183,-0.118338343,-0.027517559,-0.351359664,0.177610863,-0.300009148,-0.020131289,-0.076433078
839569,-0.004224817,-0.052678853,0.026003264,-0.048083803,-0.033368528,0.022028801,0.082610785,0.018763726,0.104409422
839570,-0.363723696,-0.047155653,0.067692677,-0.031349721,-0.191530892,0.214237093,-0.027204866,-0.012229156,0.064994403
839571,-2.663041513,0.504572708,-0.409236054,-0.825105935,-0.331789423,-0.299756543,-0.065432051,-0.205375689,0.361769329
839572,0.825693769,0.019354586,0.133185306,-0.014618698,0.039353333,0.00618937,0.003338326,-0.059691476,0.08080924
839573,-0.381769613,0.010729999,0.050448032,0.008913198,-0.207112791,-0.425328115,-0.327165108,0.054280069,-0.046051756
839574,-0.201897674,-0.03069821,0.061063358,0.03972849,-0.067992007,0.046597577,0.087744401,0.022646806,0.020087694
839575,0.035365401,0.007250226,0.068869316,-0.066305826,-0.05169449,-0.019107334,0.065740924,-0.073291253,0.163660909
839576,-2.000116628,-0.155503844,0.348222174,0.09418492,-0.346982204,-0.017990361,-0.182335759,0.080473426,0.02039326
839577,-1.574140075,0.072238732,-0.004986336,-0.156397663,-0.167326626,0.00699087,-0.12095569,-0.035477204,0.012712669
839578,3.435423858,-0.099565401,-0.407490672,-0.024833189,0.009984717,0.299787986,-0.342917319,0.143950673,-0.024121858
839579,-0.215711428,-0.064996316,-0.067420853,0.006115353,0.053309332,-0.025305796,0.06545177,0.08989612,0.0332556
839580,1.245112024,0.372952519,0.030283508,0.048592715,0.309844281,-0.082116982,0.203653128,-0.347191296,-0.178029973
839581,0.817878053,0.009254399,-0.09278342,-0.212609386,-0.248127384,-0.118641184,0.179591481,0.045401968,0.181506264
839582,-0.6780824,-0.028907555,-0.050507935,0.080917209,0.000342796,0.002613148,-0.063222811,0.040959446,-0.018231363
839583,2.047234198,0.324213611,0.192830519,0.072694169,0.10257333,-0.294385547,0.241094945,-0.225219885,-0.091528796
839584,0.653332002,-0.080123273,0.041773684,-0.044158222,-0.040754688,0.152411682,-0.027841218,-0.1010482,0.030977911
839585,-0.030154651,0.195794463,-0.000514463,0.011925357,-0.187210959,0.417862299,0.173937673,-0.210370891,-0.339099758
839586,2.029103262,-0.987124444,-0.568832216,-0.743069296,1.098202363,1.506959035,1.109126388,-1.189638703,0.564013426
839587,1.085188611,-0.259079146,-0.244436421,0.077381616,0.002378737,0.23721885,0.016567484,0.238226598,-0.054650963
839588,7.473456824,-0.594104711,-0.502998535,0.049617846,-0.967701212,0.716103697,-0.804430907,0.646812212,0.005451418
839590,-0.175643341,0.019586107,-0.006256813,0.036132864,-0.016071252,0.052898787,-0.024967077,-0.061280039,-0.06987942
