,AT5G28080.1,ATMG00830.1,,,,,AT1G13480.1,,,,,,,
,AT5G28080.2,AT3G09960.1,,,,,AT5G46960.1,,,,,,,
,AT2G04500.1,AT2G19802.1,,,,,AT2G31020.1,,,,,,,
,AT5G02350.1,AT4G21903.1,,,,,AT5G57480.1,,,,,,,
,AT5G65790.1,AT1G68270.1,,,,,AT4G14130.1,,,,,,,
,AT2G45750.1,AT1G09560.1,,,,,AT4G02170.1,,,,,,,
,AT1G30870.1,AT3G09340.1,,,,,AT3G28220.1,,,,,,,
,AT2G18150.1,AT4G03640.1,,,,,ATMG01160.1,,,,,,,
,AT1G26970.1,AT3G51340.1,,,,,AT1G74360.1,,,,,,,
,AT5G54230.1,AT5G66053.1,,,,,AT1G73000.1,,,,,,,
,AT2G01880.1,AT1G24880.1,,,,,AT5G64120.1,,,,,,,
,AT4G25250.1,AT1G52940.1,,,,,AT3G20370.1,,,,,,,
,AT4G26010.1,AT4G05475.1,,,,,AT1G55790.2,,,,,,,
,AT2G35270.1,AT4G21370.1,,,,,AT2G42060.1,,,,,,,
,AT1G02900.1,AT3G48360.1,,,,,AT2G07826.1,,,,,,,
,AT1G52070.1,AT5G51000.1,,,,,AT5G50200.1,,,,,,,
,AT4G08400.1,,,,,,AT5G50200.2,,,,,,,
,AT1G69240.1,,,,,,AT5G50200.3,,,,,,,
,AT3G09940.2,,,,,,AT1G17170.1,,,,,,,
,AT5G65690.1,,,,,,AT3G54420.1,,,,,,,
,AT4G37700.1,,,,,,AT5G48430.1,,,,,,,
,AT5G65165.1,,,,,,AT1G20070.1,,,,,,,
,AT4G05200.1,,,,,,AT5G07450.1,,,,,,,
,AT4G23496.1,,,,,,AT5G53110.1,,,,,,,
,AT2G04800.1,,,,,,AT4G35170.1,,,,,,,
,AT3G09940.1,,,,,,AT5G26220.1,,,,,,,
,AT5G14150.1,,,,,,AT5G06730.1,,,,,,,
,AT3G21180.1,,,,,,,,,,,,,
,AT5G05500.1,,,,,,,,,,,,,
,AT5G22410.1,,,,,,,,,,,,,
,AT4G29270.1,,,,,,,,,,,,,
,AT2G14820.1,,,,,,,,,,,,,
,AT4G34600.1,,,,,,,,,,,,,
,AT4G22950.1,,,,,,,,,,,,,
,AT4G13620.1,,,,,,,,,,,,,
,AT5G60760.1,,,,,,,,,,,,,
,AT5G40510.1,,,,,,,,,,,,,
,AT5G10230.1,,,,,,,,,,,,,
,AT1G73270.1,,,,,,,,,,,,,
,AT4G40090.1,,,,,,,,,,,,,
,AT1G23760.1,,,,,,,,,,,,,
,AT5G57530.1,,,,,,,,,,,,,
,AT1G27140.1,,,,,,,,,,,,,
,AT1G14220.1,,,,,,,,,,,,,
,AT1G63450.1,,,,,,,,,,,,,
,AT1G76500.1,,,,,,,,,,,,,
,AT1G17285.1,,,,,,,,,,,,,
,AT4G10370.1,,,,,,,,,,,,,
,AT5G49080.1,,,,,,,,,,,,,
,AT3G29630.1,,,,,,,,,,,,,
,AT2G41660.1,,,,,,,,,,,,,
,AT1G44050.1,,,,,,,,,,,,,
,AT1G12160.1,,,,,,,,,,,,,
,AT4G20240.1,,,,,,,,,,,,,
,AT4G13290.1,,,,,,,,,,,,,
,AT3G12240.1,,,,,,,,,,,,,
,AT4G15396.1,,,,,,,,,,,,,
,AT5G38020.1,,,,,,,,,,,,,
,AT2G43610.1,,,,,,,,,,,,,
,AT2G28860.1,,,,,,,,,,,,,
,AT1G24430.1,,,,,,,,,,,,,
,AT3G27884.1,,,,,,,,,,,,,
,AT3G49845.1,,,,,,,,,,,,,
,AT4G22110.1,,,,,,,,,,,,,
,AT2G46850.1,,,,,,,,,,,,,
,AT4G22110.2,,,,,,,,,,,,,
,AT1G78090.1,,,,,,,,,,,,,
,AT1G30080.1,,,,,,,,,,,,,
,AT3G21770.1,,,,,,,,,,,,,
,AT1G44608.1,,,,,,,,,,,,,
,AT4G31910.1,,,,,,,,,,,,,
,AT4G02270.1,,,,,,,,,,,,,
,AT5G37990.1,,,,,,,,,,,,,
,AT1G62980.1,,,,,,,,,,,,,
,AT2G04170.4,,,,,,,,,,,,,
,AT2G44110.1,,,,,,,,,,,,,
,AT1G50580.1,,,,,,,,,,,,,
,AT2G04170.2,,,,,,,,,,,,,
,AT2G04170.1,,,,,,,,,,,,,
,AT2G14100.1,,,,,,,,,,,,,
,AT1G43020.4,,,,,,,,,,,,,
,AT3G24020.1,,,,,,,,,,,,,
,AT3G12540.1,,,,,,,,,,,,,
,AT1G43020.2,,,,,,,,,,,,,
,AT3G50970.1,,,,,,,,,,,,,
,AT3G20380.1,,,,,,,,,,,,,
,AT1G64920.1,,,,,,,,,,,,,
,AT5G10130.1,,,,,,,,,,,,,
,AT2G04170.3,,,,,,,,,,,,,
,AT1G05660.1,,,,,,,,,,,,,
,AT2G17070.1,,,,,,,,,,,,,
,AT2G13910.1,,,,,,,,,,,,,
,AT5G48560.1,,,,,,,,,,,,,
,AT2G04680.1,,,,,,,,,,,,,
,AT3G20110.1,,,,,,,,,,,,,
,AT5G38280.1,,,,,,,,,,,,,
,AT5G14340.1,,,,,,,,,,,,,
,AT5G42510.1,,,,,,,,,,,,,
,AT2G23630.1,,,,,,,,,,,,,
,AT2G04070.1,,,,,,,,,,,,,
,AT4G30460.1,,,,,,,,,,,,,
,AT3G13435.1,,,,,,,,,,,,,
,AT1G60680.1,,,,,,,,,,,,,
,AT1G76790.1,,,,,,,,,,,,,
,AT2G37440.1,,,,,,,,,,,,,
,AT5G01330.1,,,,,,,,,,,,,
,AT2G39370.1,,,,,,,,,,,,,
,AT3G23175.1,,,,,,,,,,,,,
,AT4G22230.1,,,,,,,,,,,,,
,AT4G22230.2,,,,,,,,,,,,,
,AT5G17430.1,,,,,,,,,,,,,
,AT4G23690.1,,,,,,,,,,,,,
,AT3G16390.1,,,,,,,,,,,,,
,AT1G55430.1,,,,,,,,,,,,,
,AT4G13235.1,,,,,,,,,,,,,
,AT2G22930.1,,,,,,,,,,,,,
,AT1G72200.1,,,,,,,,,,,,,
,AT5G66870.1,,,,,,,,,,,,,
,AT1G55990.1,,,,,,,,,,,,,
,AT4G05100.1,,,,,,,,,,,,,
,AT2G40113.1,,,,,,,,,,,,,
,AT2G44110.2,,,,,,,,,,,,,
,AT1G43020.1,,,,,,,,,,,,,
,AT1G43020.3,,,,,,,,,,,,,
,AT5G02360.1,,,,,,,,,,,,,
,AT2G30340.1,,,,,,,,,,,,,
,AT2G37440.2,,,,,,,,,,,,,
,AT1G15460.1,,,,,,,,,,,,,
,AT2G24610.1,,,,,,,,,,,,,
,AT5G25810.1,,,,,,,,,,,,,
,AT5G03570.2,,,,,,,,,,,,,
,AT2G27550.1,,,,,,,,,,,,,
,AT4G03610.1,,,,,,,,,,,,,
,AT5G03570.1,,,,,,,,,,,,,
,AT3G30350.1,,,,,,,,,,,,,
,AT3G21710.2,,,,,,,,,,,,,
,AT1G73160.1,,,,,,,,,,,,,
,AT5G07990.1,,,,,,,,,,,,,
,AT1G68880.1,,,,,,,,,,,,,
,AT4G00080.1,,,,,,,,,,,,,
,AT2G22470.1,,,,,,,,,,,,,
,AT1G14080.1,,,,,,,,,,,,,
,AT5G43780.1,,,,,,,,,,,,,
,AT5G53290.1,,,,,,,,,,,,,
,AT2G04170.5,,,,,,,,,,,,,
,AT2G28970.1,,,,,,,,,,,,,
,AT5G10278.2,,,,,,,,,,,,,
,AT5G24880.1,,,,,,,,,,,,,
,AT1G61840.1,,,,,,,,,,,,,
,AT2G04025.1,,,,,,,,,,,,,
,AT1G17190.1,,,,,,,,,,,,,
,AT3G30350.2,,,,,,,,,,,,,
,AT1G30760.1,,,,,,,,,,,,,
,AT5G56080.1,,,,,,,,,,,,,
,AT2G26420.1,,,,,,,,,,,,,
,AT3G23430.1,,,,,,,,,,,,,
,AT3G44550.1,,,,,,,,,,,,,
,AT2G25150.1,,,,,,,,,,,,,
,AT3G01513.1,,,,,,,,,,,,,
,AT1G73330.1,,,,,,,,,,,,,
,AT1G34040.1,,,,,,,,,,,,,
,AT3G21710.1,,,,,,,,,,,,,
,AT2G35000.1,,,,,,,,,,,,,
,AT4G22610.1,,,,,,,,,,,,,
,AT1G23160.1,,,,,,,,,,,,,
,AT4G03610.2,,,,,,,,,,,,,
,AT2G02630.1,,,,,,,,,,,,,
,AT4G36430.1,,,,,,,,,,,,,
,AT5G51490.1,,,,,,,,,,,,,
,AT4G29180.2,,,,,,,,,,,,,
,AT5G44550.1,,,,,,,,,,,,,
,AT4G15380.1,,,,,,,,,,,,,
,AT5G66985.1,,,,,,,,,,,,,
,AT4G14060.1,,,,,,,,,,,,,
,AT2G18450.1,,,,,,,,,,,,,
,AT4G15400.1,,,,,,,,,,,,,
,AT5G40320.1,,,,,,,,,,,,,
,AT5G09978.1,,,,,,,,,,,,,
,AT2G30130.1,,,,,,,,,,,,,
,AT4G13660.1,,,,,,,,,,,,,
,AT4G29180.1,,,,,,,,,,,,,
,AT3G21510.1,,,,,,,,,,,,,
,AT5G22890.1,,,,,,,,,,,,,
,AT3G47770.1,,,,,,,,,,,,,
,AT1G12950.1,,,,,,,,,,,,,
,AT1G54660.1,,,,,,,,,,,,,
,AT5G59930.1,,,,,,,,,,,,,
,AT1G47480.1,,,,,,,,,,,,,
,AT4G15960.1,,,,,,,,,,,,,
,AT2G18196.1,,,,,,,,,,,,,
,AT4G14695.1,,,,,,,,,,,,,
,AT4G31100.1,,,,,,,,,,,,,
,AT2G28990.1,,,,,,,,,,,,,
,AT2G20515.1,,,,,,,,,,,,,
,AT4G23510.1,,,,,,,,,,,,,
,AT3G32040.1,,,,,,,,,,,,,
,AT3G13760.1,,,,,,,,,,,,,
,AT4G18610.1,,,,,,,,,,,,,
,AT2G20750.1,,,,,,,,,,,,,
,AT2G23030.1,,,,,,,,,,,,,
,AT1G72125.1,,,,,,,,,,,,,
,AT5G65530.1,,,,,,,,,,,,,
,AT2G16570.1,,,,,,,,,,,,,
,AT4G14695.2,,,,,,,,,,,,,
,AT5G28960.1,,,,,,,,,,,,,
,AT1G33800.1,,,,,,,,,,,,,
,AT1G12740.2,,,,,,,,,,,,,
,AT3G43190.1,,,,,,,,,,,,,
,AT1G12740.1,,,,,,,,,,,,,
,AT5G59490.1,,,,,,,,,,,,,
,AT3G05920.1,,,,,,,,,,,,,
,AT1G26700.1,,,,,,,,,,,,,
,AT5G65800.1,,,,,,,,,,,,,
,AT4G35380.1,,,,,,,,,,,,,
,AT2G42660.1,,,,,,,,,,,,,
,AT4G09990.1,,,,,,,,,,,,,
,AT5G10280.1,,,,,,,,,,,,,
,AT1G24420.1,,,,,,,,,,,,,
,AT1G48690.1,,,,,,,,,,,,,
,AT5G24900.1,,,,,,,,,,,,,
,AT5G38700.1,,,,,,,,,,,,,
,AT1G05280.1,,,,,,,,,,,,,
,AT1G63410.1,,,,,,,,,,,,,
,AT2G14510.1,,,,,,,,,,,,,
,AT5G10210.1,,,,,,,,,,,,,
,AT5G38970.1,,,,,,,,,,,,,
,AT5G38970.3,,,,,,,,,,,,,
,AT5G06800.1,,,,,,,,,,,,,
,AT2G34910.1,,,,,,,,,,,,,
,AT5G11570.1,,,,,,,,,,,,,
,AT3G02620.1,,,,,,,,,,,,,
,AT5G38970.2,,,,,,,,,,,,,
,AT5G10278.1,,,,,,,,,,,,,
,AT2G27010.1,,,,,,,,,,,,,
,AT5G42785.1,,,,,,,,,,,,,
,AT5G59510.1,,,,,,,,,,,,,
,AT4G35030.3,,,,,,,,,,,,,
,AT1G01190.1,,,,,,,,,,,,,
,AT5G06800.2,,,,,,,,,,,,,
,AT2G48140.2,,,,,,,,,,,,,
,AT2G48140.1,,,,,,,,,,,,,
,AT2G31085.1,,,,,,,,,,,,,
,AT2G01900.1,,,,,,,,,,,,,
,AT3G50130.1,,,,,,,,,,,,,
,AT3G11385.1,,,,,,,,,,,,,
,AT1G61050.1,,,,,,,,,,,,,
,AT5G43180.1,,,,,,,,,,,,,
,AT4G35030.1,,,,,,,,,,,,,
,AT5G15265.1,,,,,,,,,,,,,
,AT4G33610.1,,,,,,,,,,,,,
,AT3G01220.1,,,,,,,,,,,,,
,AT5G50640.1,,,,,,,,,,,,,
,AT4G35030.2,,,,,,,,,,,,,
,AT1G29280.1,,,,,,,,,,,,,
,AT2G41970.1,,,,,,,,,,,,,
,AT5G62310.1,,,,,,,,,,,,,
,AT4G37340.1,,,,,,,,,,,,,
,AT4G11780.1,,,,,,,,,,,,,
,AT1G78520.1,,,,,,,,,,,,,
,AT3G29780.1,,,,,,,,,,,,,
,AT5G57620.1,,,,,,,,,,,,,
,AT5G03840.1,,,,,,,,,,,,,
,AT5G62330.1,,,,,,,,,,,,,
,AT1G14240.4,,,,,,,,,,,,,
,AT3G30875.1,,,,,,,,,,,,,
,AT4G38080.1,,,,,,,,,,,,,
,AT1G35270.1,,,,,,,,,,,,,
,AT1G66020.1,,,,,,,,,,,,,
,AT5G57540.1,,,,,,,,,,,,,
,AT3G16340.1,,,,,,,,,,,,,
,AT2G16760.1,,,,,,,,,,,,,
,AT1G11580.1,,,,,,,,,,,,,
,AT1G70460.1,,,,,,,,,,,,,
,AT3G16340.2,,,,,,,,,,,,,
,AT2G46740.1,,,,,,,,,,,,,
,AT5G36140.1,,,,,,,,,,,,,
,AT5G38550.1,,,,,,,,,,,,,
,AT2G21840.1,,,,,,,,,,,,,
,AT5G44350.1,,,,,,,,,,,,,
,AT5G41040.2,,,,,,,,,,,,,
,AT5G25160.1,,,,,,,,,,,,,
,AT4G21850.1,,,,,,,,,,,,,
,AT1G22065.1,,,,,,,,,,,,,
,AT4G10380.1,,,,,,,,,,,,,
,AT2G29330.1,,,,,,,,,,,,,
,AT5G24140.1,,,,,,,,,,,,,
,AT5G24910.1,,,,,,,,,,,,,
,AT1G27740.1,,,,,,,,,,,,,
,AT3G09925.1,,,,,,,,,,,,,
,AT5G38450.1,,,,,,,,,,,,,
,AT5G41040.1,,,,,,,,,,,,,
,AT4G30420.1,,,,,,,,,,,,,
,AT4G01970.1,,,,,,,,,,,,,
,AT4G11050.1,,,,,,,,,,,,,
,AT2G36120.1,,,,,,,,,,,,,
,AT5G05965.1,,,,,,,,,,,,,
,AT1G14240.1,,,,,,,,,,,,,
,AT1G14240.2,,,,,,,,,,,,,
,AT5G43540.1,,,,,,,,,,,,,
,AT1G14240.3,,,,,,,,,,,,,
,AT1G33090.1,,,,,,,,,,,,,
,AT5G58910.1,,,,,,,,,,,,,
,AT5G14330.1,,,,,,,,,,,,,
,AT3G62270.1,,,,,,,,,,,,,
,AT4G06744.1,,,,,,,,,,,,,
,AT5G05900.1,,,,,,,,,,,,,
,AT4G14980.1,,,,,,,,,,,,,
,AT3G59340.1,,,,,,,,,,,,,
,AT5G15960.1,,,,,,,,,,,,,
,AT4G25400.1,,,,,,,,,,,,,
,AT2G31083.1,,,,,,,,,,,,,
,AT5G15725.1,,,,,,,,,,,,,
,AT4G01925.1,,,,,,,,,,,,,
,AT3G01516.1,,,,,,,,,,,,,
,AT2G38060.1,,,,,,,,,,,,,
,AT4G33880.1,,,,,,,,,,,,,
,AT4G08570.1,,,,,,,,,,,,,
,AT5G38350.1,,,,,,,,,,,,,
,AT4G21850.2,,,,,,,,,,,,,
,AT1G62320.1,,,,,,,,,,,,,
,AT3G10910.1,,,,,,,,,,,,,
,AT3G10912.1,,,,,,,,,,,,,
,AT2G14960.1,,,,,,,,,,,,,
,AT1G64110.1,,,,,,,,,,,,,
,AT1G64110.2,,,,,,,,,,,,,
,AT1G22230.1,,,,,,,,,,,,,
,AT2G17295.1,,,,,,,,,,,,,
,AT5G25830.1,,,,,,,,,,,,,
,AT4G19720.1,,,,,,,,,,,,,
,AT5G01050.1,,,,,,,,,,,,,
,AT1G55740.1,,,,,,,,,,,,,
,AT1G64910.1,,,,,,,,,,,,,
,AT1G35250.1,,,,,,,,,,,,,
,AT1G13620.1,,,,,,,,,,,,,
,AT5G54370.1,,,,,,,,,,,,,
,AT1G31950.1,,,,,,,,,,,,,
,AT5G12270.1,,,,,,,,,,,,,
,AT1G64110.3,,,,,,,,,,,,,
,AT2G07981.1,,,,,,,,,,,,,
,AT3G43890.1,,,,,,,,,,,,,
,AT1G33670.1,,,,,,,,,,,,,
,AT1G43140.1,,,,,,,,,,,,,
,AT3G51350.1,,,,,,,,,,,,,
,AT3G05150.1,,,,,,,,,,,,,
,AT2G29130.1,,,,,,,,,,,,,
,AT1G55240.1,,,,,,,,,,,,,
,AT4G32860.1,,,,,,,,,,,,,
,AT1G75620.1,,,,,,,,,,,,,
,AT2G01818.1,,,,,,,,,,,,,
,AT2G47360.1,,,,,,,,,,,,,
,AT3G48940.1,,,,,,,,,,,,,
,AT3G62040.1,,,,,,,,,,,,,
,AT2G23910.1,,,,,,,,,,,,,
,AT3G20590.1,,,,,,,,,,,,,
,AT5G42630.1,,,,,,,,,,,,,
,AT2G40370.1,,,,,,,,,,,,,
,AT1G12080.1,,,,,,,,,,,,,
,AT1G12080.2,,,,,,,,,,,,,
,AT3G29430.1,,,,,,,,,,,,,
,AT2G44450.1,,,,,,,,,,,,,
,AT4G01350.1,,,,,,,,,,,,,
,AT5G44417.1,,,,,,,,,,,,,
,AT4G35200.1,,,,,,,,,,,,,
,AT3G45960.1,,,,,,,,,,,,,
,AT2G02690.1,,,,,,,,,,,,,
,AT3G48400.1,,,,,,,,,,,,,
,AT1G71740.1,,,,,,,,,,,,,
,AT1G09540.1,,,,,,,,,,,,,
,AT5G13910.1,,,,,,,,,,,,,
,AT1G06120.1,,,,,,,,,,,,,
,AT1G34330.1,,,,,,,,,,,,,
,AT3G46400.1,,,,,,,,,,,,,
,AT4G31110.1,,,,,,,,,,,,,
,AT4G12080.1,,,,,,,,,,,,,
,AT5G23190.1,,,,,,,,,,,,,
,AT5G50010.1,,,,,,,,,,,,,
,AT5G50011.1,,,,,,,,,,,,,
,AT5G50012.1,,,,,,,,,,,,,
,AT3G45960.2,,,,,,,,,,,,,
,AT2G35150.1,,,,,,,,,,,,,
,AT2G39110.1,,,,,,,,,,,,,
,AT5G67620.1,,,,,,,,,,,,,
,AT4G24310.1,,,,,,,,,,,,,
,AT3G60330.1,,,,,,,,,,,,,
,AT1G04610.1,,,,,,,,,,,,,
,AT1G04180.1,,,,,,,,,,,,,
,AT4G14400.1,,,,,,,,,,,,,
,AT2G03370.1,,,,,,,,,,,,,
,AT4G26770.1,,,,,,,,,,,,,
,AT4G14400.3,,,,,,,,,,,,,
,AT5G41315.1,,,,,,,,,,,,,
,AT4G17220.1,,,,,,,,,,,,,
,AT5G36110.1,,,,,,,,,,,,,
,AT5G60520.1,,,,,,,,,,,,,
,AT4G14400.2,,,,,,,,,,,,,
,AT1G66440.1,,,,,,,,,,,,,
,AT2G03830.1,,,,,,,,,,,,,
,AT3G58190.1,,,,,,,,,,,,,
,AT5G65160.1,,,,,,,,,,,,,
,AT5G09980.1,,,,,,,,,,,,,
,AT3G60330.2,,,,,,,,,,,,,
,AT5G45920.1,,,,,,,,,,,,,
,AT3G46720.1,,,,,,,,,,,,,
,AT3G49690.1,,,,,,,,,,,,,
,AT5G07475.1,,,,,,,,,,,,,
,AT1G60390.1,,,,,,,,,,,,,
,AT3G23190.1,,,,,,,,,,,,,
,AT3G18200.1,,,,,,,,,,,,,
,AT3G18200.2,,,,,,,,,,,,,
,AT4G30290.1,,,,,,,,,,,,,
,AT1G75780.1,,,,,,,,,,,,,
,AT1G73580.1,,,,,,,,,,,,,
,AT2G34350.1,,,,,,,,,,,,,
,AT1G51190.1,,,,,,,,,,,,,
,AT2G42430.1,,,,,,,,,,,,,
,AT4G12270.1,,,,,,,,,,,,,
,AT3G46270.1,,,,,,,,,,,,,
,AT1G11185.1,,,,,,,,,,,,,
,AT3G62280.1,,,,,,,,,,,,,
,AT5G52020.1,,,,,,,,,,,,,
,AT5G58010.1,,,,,,,,,,,,,
,AT4G01240.1,,,,,,,,,,,,,
,AT3G26460.1,,,,,,,,,,,,,
,AT1G48500.3,,,,,,,,,,,,,
,AT4G10640.1,,,,,,,,,,,,,
,AT2G31310.1,,,,,,,,,,,,,
,AT2G02610.1,,,,,,,,,,,,,
,AT5G18560.1,,,,,,,,,,,,,
,AT5G09480.1,,,,,,,,,,,,,
,AT1G54540.1,,,,,,,,,,,,,
,AT1G14730.1,,,,,,,,,,,,,
,AT3G11430.1,,,,,,,,,,,,,
,AT4G17280.1,,,,,,,,,,,,,
,AT4G02830.1,,,,,,,,,,,,,
,AT2G18190.1,,,,,,,,,,,,,
,AT4G02830.2,,,,,,,,,,,,,
,AT2G40900.1,,,,,,,,,,,,,
,AT1G67150.1,,,,,,,,,,,,,
,AT1G67150.2,,,,,,,,,,,,,
,AT5G20790.2,,,,,,,,,,,,,
,AT5G58750.1,,,,,,,,,,,,,
,AT2G37130.2,,,,,,,,,,,,,
,AT5G22355.1,,,,,,,,,,,,,
,AT5G05640.1,,,,,,,,,,,,,
,AT5G49870.1,,,,,,,,,,,,,
,AT1G24147.1,,,,,,,,,,,,,
,AT2G03200.1,,,,,,,,,,,,,
,AT2G37130.1,,,,,,,,,,,,,
,AT2G17590.1,,,,,,,,,,,,,
,AT1G67150.3,,,,,,,,,,,,,
,AT5G42630.2,,,,,,,,,,,,,
,AT4G19680.2,,,,,,,,,,,,,
,AT5G01870.1,,,,,,,,,,,,,
,AT2G04480.1,,,,,,,,,,,,,
,AT2G02120.1,,,,,,,,,,,,,
,AT5G66815.1,,,,,,,,,,,,,
,AT3G03650.1,,,,,,,,,,,,,
,AT1G48930.1,,,,,,,,,,,,,
,AT1G70990.1,,,,,,,,,,,,,
,AT4G29930.3,,,,,,,,,,,,,
,AT4G13130.1,,,,,,,,,,,,,
,AT3G56710.1,,,,,,,,,,,,,
,AT5G48100.1,,,,,,,,,,,,,
,AT4G22235.2,,,,,,,,,,,,,
,AT1G35330.1,,,,,,,,,,,,,
,AT4G14780.1,,,,,,,,,,,,,
,AT5G13900.1,,,,,,,,,,,,,
,AT1G80340.1,,,,,,,,,,,,,
,AT4G35390.1,,,,,,,,,,,,,
,AT3G56230.1,,,,,,,,,,,,,
,AT4G30450.1,,,,,,,,,,,,,
,AT4G01770.1,,,,,,,,,,,,,
,AT5G65210.4,,,,,,,,,,,,,
,AT3G59730.1,,,,,,,,,,,,,
,AT5G13580.1,,,,,,,,,,,,,
,AT1G02230.1,,,,,,,,,,,,,
,AT4G22080.1,,,,,,,,,,,,,
,AT4G28850.1,,,,,,,,,,,,,
,AT4G02090.1,,,,,,,,,,,,,
,AT1G17990.1,,,,,,,,,,,,,
,AT1G10480.1,,,,,,,,,,,,,
,AT4G37850.1,,,,,,,,,,,,,
,AT1G72230.1,,,,,,,,,,,,,
,AT4G29930.1,,,,,,,,,,,,,
,AT4G29930.2,,,,,,,,,,,,,
,AT4G19680.1,,,,,,,,,,,,,
,AT4G22235.1,,,,,,,,,,,,,
,AT3G50150.1,,,,,,,,,,,,,
,AT4G13390.1,,,,,,,,,,,,,
,AT1G29180.1,,,,,,,,,,,,,
,AT4G29930.4,,,,,,,,,,,,,
,AT5G65210.1,,,,,,,,,,,,,
,AT5G12970.1,,,,,,,,,,,,,
,AT4G11230.1,,,,,,,,,,,,,
,AT5G65210.5,,,,,,,,,,,,,
,AT3G04320.1,,,,,,,,,,,,,
,AT1G13970.1,,,,,,,,,,,,,
,AT3G02850.1,,,,,,,,,,,,,
,AT5G65210.6,,,,,,,,,,,,,
,AT4G33790.1,,,,,,,,,,,,,
,AT2G18550.1,,,,,,,,,,,,,
,AT4G18510.1,,,,,,,,,,,,,
,AT3G11370.1,,,,,,,,,,,,,
,AT2G24300.1,,,,,,,,,,,,,
,AT1G33730.1,,,,,,,,,,,,,
,AT2G24300.2,,,,,,,,,,,,,
,AT3G22250.1,,,,,,,,,,,,,
,AT5G44700.1,,,,,,,,,,,,,
,AT5G65210.3,,,,,,,,,,,,,
,AT3G12090.1,,,,,,,,,,,,,
,AT4G36610.1,,,,,,,,,,,,,
,AT2G42570.1,,,,,,,,,,,,,
,AT3G19320.1,,,,,,,,,,,,,
,AT2G04090.1,,,,,,,,,,,,,
,AT1G29179.1,,,,,,,,,,,,,
,AT1G15540.1,,,,,,,,,,,,,
,AT5G55650.1,,,,,,,,,,,,,
,AT1G77885.1,,,,,,,,,,,,,
,AT1G79530.1,,,,,,,,,,,,,
,AT5G20790.1,,,,,,,,,,,,,
,AT1G79580.1,,,,,,,,,,,,,
,AT1G17990.2,,,,,,,,,,,,,
,AT2G37280.1,,,,,,,,,,,,,
,AT3G61400.1,,,,,,,,,,,,,
,AT1G62660.1,,,,,,,,,,,,,
,AT1G80100.1,,,,,,,,,,,,,
,AT5G43030.1,,,,,,,,,,,,,
,AT1G73805.1,,,,,,,,,,,,,
,AT3G23010.1,,,,,,,,,,,,,
,AT1G54940.1,,,,,,,,,,,,,
,AT1G48500.1,,,,,,,,,,,,,
,AT5G65210.2,,,,,,,,,,,,,
,AT1G78860.1,,,,,,,,,,,,,
,AT5G63590.1,,,,,,,,,,,,,
,AT5G35110.1,,,,,,,,,,,,,
,AT5G19097.1,,,,,,,,,,,,,
,AT4G13280.1,,,,,,,,,,,,,
,AT5G38344.1,,,,,,,,,,,,,
,AT2G15040.1,,,,,,,,,,,,,
,AT2G14560.2,,,,,,,,,,,,,
,AT1G63600.1,,,,,,,,,,,,,
,AT2G14560.1,,,,,,,,,,,,,
,AT3G55720.1,,,,,,,,,,,,,
,AT5G17810.1,,,,,,,,,,,,,
,AT5G17810.2,,,,,,,,,,,,,
,AT1G48670.1,,,,,,,,,,,,,
,AT4G17785.1,,,,,,,,,,,,,
,AT3G13650.1,,,,,,,,,,,,,
,AT3G44705.1,,,,,,,,,,,,,
,AT5G51870.3,,,,,,,,,,,,,
,AT1G72490.1,,,,,,,,,,,,,
,AT1G79580.2,,,,,,,,,,,,,
,AT1G05530.1,,,,,,,,,,,,,
,AT1G21250.1,,,,,,,,,,,,,
,AT3G45080.1,,,,,,,,,,,,,
,AT1G78120.1,,,,,,,,,,,,,
,AT2G37750.1,,,,,,,,,,,,,
,AT2G36890.1,,,,,,,,,,,,,
,AT1G74660.1,,,,,,,,,,,,,
,AT3G17600.1,,,,,,,,,,,,,
,AT1G48500.2,,,,,,,,,,,,,
,AT1G18290.1,,,,,,,,,,,,,
,AT3G27473.1,,,,,,,,,,,,,
,AT1G20900.1,,,,,,,,,,,,,
,AT2G34830.1,,,,,,,,,,,,,
,AT1G18880.1,,,,,,,,,,,,,
,AT3G46810.1,,,,,,,,,,,,,
,AT5G08250.1,,,,,,,,,,,,,
,AT1G08990.1,,,,,,,,,,,,,
,AT5G51500.1,,,,,,,,,,,,,
,AT2G03090.1,,,,,,,,,,,,,
,AT2G26560.1,,,,,,,,,,,,,
,AT5G19040.1,,,,,,,,,,,,,
,AT5G20470.1,,,,,,,,,,,,,
,AT5G10625.1,,,,,,,,,,,,,
,AT5G26730.1,,,,,,,,,,,,,
,AT3G20015.1,,,,,,,,,,,,,
,AT3G25655.1,,,,,,,,,,,,,
,AT5G17040.1,,,,,,,,,,,,,
,AT4G33070.1,,,,,,,,,,,,,
,AT2G31540.1,,,,,,,,,,,,,
,AT4G20320.2,,,,,,,,,,,,,
,AT1G77690.1,,,,,,,,,,,,,
,AT4G20320.1,,,,,,,,,,,,,
,AT3G60280.1,,,,,,,,,,,,,
,AT2G18620.1,,,,,,,,,,,,,
,AT5G07322.1,,,,,,,,,,,,,
,AT1G67148.1,,,,,,,,,,,,,
,AT5G43230.1,,,,,,,,,,,,,
,AT5G02090.1,,,,,,,,,,,,,
,AT3G28890.2,,,,,,,,,,,,,
,AT5G62260.1,,,,,,,,,,,,,
,AT1G79180.1,,,,,,,,,,,,,
