query_label,source,native,name,p_value,term_size,query_size,intersection_size
shoot:up,GO:BP,GO:0042744,hydrogen peroxide catabolic process,1.0514207424677954e-06,91,142,9
shoot:up,GO:MF,GO:0046906,tetrapyrrole binding,1.9454035884211206e-06,404,142,15
shoot:up,GO:BP,GO:0042743,hydrogen peroxide metabolic process,6.69105922528428e-06,112,142,9
shoot:up,GO:MF,GO:0004601,peroxidase activity,1.0251199134592073e-05,127,142,9
shoot:up,GO:MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",1.531130028060044e-05,133,142,9
shoot:up,GO:MF,GO:0016209,antioxidant activity,3.8469935225500043e-05,148,142,9
shoot:up,GO:BP,GO:0072593,reactive oxygen species metabolic process,4.281286624827645e-05,184,142,10
shoot:up,GO:BP,GO:0098869,cellular oxidant detoxification,0.00011852673111249826,156,142,9
shoot:up,GO:BP,GO:1990748,cellular detoxification,0.00022228339256394556,168,142,9
shoot:up,GO:BP,GO:0097237,cellular response to toxic substance,0.00023370860943342284,169,142,9
shoot:up,GO:MF,GO:0016491,oxidoreductase activity,0.000789368312623141,1418,142,23
shoot:up,GO:BP,GO:0009698,phenylpropanoid metabolic process,0.001938747966359004,163,142,8
shoot:up,KEGG,KEGG:01110,Biosynthesis of secondary metabolites,0.0037453555811126304,1327,142,19
shoot:up,GO:BP,GO:0048364,root development,0.003938704566295064,610,142,14
shoot:up,GO:BP,GO:0022622,root system development,0.004012423215953349,611,142,14
shoot:up,GO:BP,GO:0010015,root morphogenesis,0.007760018306378701,327,142,10
shoot:up,GO:BP,GO:0098754,detoxification,0.011130796385241368,271,142,9
shoot:up,GO:BP,GO:0006979,response to oxidative stress,0.012595804444071977,422,142,11
shoot:up,GO:BP,GO:0009636,response to toxic substance,0.03335664009390145,312,142,9
shoot:up,GO:BP,GO:1905392,plant organ morphogenesis,0.0334471231833933,470,142,11
shoot:up,GO:BP,GO:0042221,response to chemical,0.03701866488816357,2872,142,32
shoot:up,GO:BP,GO:0009056,catabolic process,0.045802845697218854,1289,142,19
shoot:up,GO:BP,GO:0010345,suberin biosynthetic process,0.04980360011072271,16,142,3
